nome,endereco,cidade,uf,cep,telefone,latitude,longitude
APS Coronel Vivida,"Rua Angelo Peruzzo, 37, Centro, Coronel Vivida - Pr",Coronel Vivida,PR,,,-24.7902561,-50.011066
APS São Miguel Do Iguaçu,"Rua Nereu Ramos, 1313, Centro, São Miguel Do Iguaçu - Pr",São Miguel Do Iguaçu,PR,,,-25.3404684,-54.244603
APS Quedas Do Iguaçu,,Quedas Do Iguaçu,PR,,,-25.4592177,-52.9178937
APS Apucarana,"Rua Firman Neto, 201, Vila Sao Jose, Apucarana - Pr",Apucarana,PR,,,-23.5505865,-51.4525484
APS Arapongas,"Rua Harpia Esquina Rua Flamingo, S/N, Centro, Arapongas - Pr",Arapongas,PR,,,-23.4086795,-51.4375384
APS Cornélio Procópio,"Rua Presidente Castelo Branco, 210, Centro, Cornélio Procópio - Pr",Cornélio Procópio,PR,,,-23.1793273,-50.63597660000001
APS Ivaiporã,"Av. Presidente Tancredo Neves, 1555, Centro, Ivaiporã - Pr",Ivaiporã,PR,,,-24.2415081,-51.667627
APS Jacarezinho,"Rua Don Fernando Taddey, 1288, Centro, Jacarezinho - Pr",Jacarezinho,PR,,,-23.1573415,-49.9739658
APS Londrina - Centro,"Rua Professor Joao Candido, 635, Centro, Londrina - Pr",Londrina,PR,,,-23.3146648,-51.1612559
APS Londrina - Shangrilá,"Rua Visconde De Maua, 161, Jardim Shangri-La A, Londrina - Pr",Londrina,PR,,,-23.3012045,-51.17508309999999
APS Rolândia,"Av. Expedicionarios, 159, Centro, Rolândia - Pr",Rolândia,PR,,,-23.3118692,-51.3676544
APS Bandeirantes/Pr,,Bandeirantes,PR,,,,
APS Cambé,"Avenida Brasil138, Centro, Cambé - Pr",Cambé,PR,,,-23.2848821,-51.2815109
APS Andirá,"Rua Minas Gerais 385, Centro, Andirá - Pr",Andirá,PR,,,-24.9410784,-53.4365596
APS Cambará,"Av. Domingos Vilas 1034, Centro, Cambará - Pr",Cambará,PR,,,-23.0404044,-50.0795577
APS Mandaguari,,Mandaguari,PR,,,-23.5179845,-51.6769999
APS Santo Antônio Da Platina,"Rua Ruy Barbosa, Centro, Santo Antônio Da Platina - Pr",Santo Antônio Da Platina,PR,,,-23.3004027,-50.0833501
APS Campo Mourão,"Av. Manoel Mendes De Camargo, 290, Centro, Campo Mourão - Pr",Campo Mourão,PR,,,-24.0482966,-52.3865235
APS Cianorte,"Av. Goiás, 17, Zona 01, Cianorte - Pr",Cianorte,PR,,,-23.6579112,-52.6044393
APS Goioerê,"Av. Libertadores Da América. 145, Centro, Goioerê - Pr",Goioerê,PR,,,-24.1897542,-53.02243929999999
APS Loanda,"Rua Deputado Accioly Filho, 130, Centro, Loanda - Pr",Loanda,PR,,,-22.9313966,-53.13534509999999
APS Maringá,"Av. Xv De Novembro, 491, Zona 01, Maringá - Pr",Maringá,PR,,,-23.4239006,-51.9371296
APS Paranavaí,"Rua Salgado Filho, 789, Centro, Paranavaí - Pr",Paranavaí,PR,,,-23.0822738,-52.4561376
APS Umuarama,"Rua Inajá, 3610, Zona I, Umuarama - Pr",Umuarama,PR,,,-23.7613886,-53.315436
APS Colorado/Pr,"Rua Adinael Moreira, 11., Centro, Colorado - Pr",Colorado,PR,,,-22.8402716,-51.98613229999999
APS Paiçandu,"Rua Onésio Francisco De Faria, 755, Centro, Paiçandu - Pr",Paiçandu,PR,,,-23.4634484,-52.0498757
APS Astorga,"Rua Nossa Senhora Aparecida, 181, Centro, Astorga - Pr",Astorga,PR,,,-23.2379551,-51.6694517
APS Cruzeiro Do Oeste,"Av. Brasil, 3025, Jardim Da Luz, Centro, Cruzeiro Do Oeste - Pr",Cruzeiro Do Oeste,PR,,,-23.7858935,-53.0689728
APS Nova Esperança,"Av. Felipe Camarão, 945, Centro, Nova Esperança - Pr",Nova Esperança,PR,,,-23.1875283,-52.1935759
APS Guarapuava,"Rua Quinze De Novembro, Centro, Guarapuava - Pr",Guarapuava,PR,,,-25.3910604,-51.4636266
APS Irati/Pr,"Rua Coronel Emilio Gomes, Centro, Irati - Pr",Irati,PR,,,-25.4650827,-50.6485414
APS Jaguariaiva,"Av. Antônio Cunha, 507, Centro, Jaguariaiva - Pr",Jaguariaiva,PR,,,-24.254435,-49.7121803
APS Laranjeiras Do Sul,"Av. Santos Dumont, Centro, Laranjeiras Do Sul - Pr",Laranjeiras Do Sul,PR,,,-25.4039517,-52.4145411
APS Ponta Grossa,"Rua Marques Do Parana, Ronda, Ponta Grossa - Pr",Ponta Grossa,PR,,,-25.0985431,-50.1760386
APS Telêmaco Borba,"Rua Leopoldo Voigt, Centro, Telêmaco Borba - Pr",Telêmaco Borba,PR,,,-24.3293108,-50.6223289
APS União Da Vitória,"Rua Ipiranga, Centro, União Da Vitória - Pr",União Da Vitória,PR,,,-26.2275601,-51.0880256
APS Castro,"Rua Marechal Deodoro, Vila Rio Branco, Castro - Pr",Castro,PR,,,-24.7988726,-49.9940126
APS Ibaiti,"Rua Rui Barbosa, Centro, Ibaiti - Pr",Ibaiti,PR,,,-23.8519711,-50.190836
APS Pitanga,"Rua João Gonçalves Padilha, Centro, Pitanga - Pr",Pitanga,PR,,,-24.7630436,-51.7648274
APS Arapoti,"Rua Ondina Bueno Siqueira, Centro, Arapoti - Pr",Arapoti,PR,,,-24.1445773,-49.8245183
APS Imbituva,"Rua Santo Antonio 839, Centro, Imbituva - Pr",Imbituva,PR,,,-25.2315852,-50.6133603
APS Prudentópolis,"Rua Lecia Ucrainka, Centro, Prudentópolis - Pr",Prudentópolis,PR,,,-25.2209726,-50.9754661
APS Pinhão/Pr,"Rua Lauro Ferreira Caldas, 145, Centro, Pinhão - Pr",Pinhão,PR,,,-25.7000244,-51.66130099999999
APS Palmeira/Pr,,Palmeira,PR,,,-25.3367704,-49.9270894
APS São Mateus Do Sul,"Rua Tenente Max Wolff Filho, Centro, São Mateus Do Sul - Pr",São Mateus Do Sul,PR,,,-25.8624421,-50.382915
APS Goiana/Pe,"Travessa Da Matriz, 64, Centro, Goiana - Pe",Goiana,PE,,,-7.558787199999999,-34.9969802
APS Jaboatão,,Jaboatão,PE,,,-8.1516085,-34.9330266
APS Olinda,"Rua Professor Jose Candido Pessoa, Nº 734, Bairro Novo, Olinda - Pe",Olinda,PE,,,-8.0050545,-34.8414233
APS Paulista/Pe,"Pc Agamenon Magalhaes, Nº 35, Centro, Paulista - Pe",Paulista,PE,,,-7.9399278,-34.8839719
APS Recife - Afogados,"Rua Joao Carlos Guimaraes, 147, Afogados, Recife - Pe",Recife,PE,,,-8.0785974,-34.9059262
APS Recife - Areias,"Rua Apura, 59, Areias, Recife - Pe",Recife,PE,,,-8.0917157,-34.9349277
APS Recife - Casa Amarela,"Est Do Arraial, Nº 3515, Tamarineira, Recife - Pe",Recife,PE,,,-8.0277402,-34.9137428
APS Recife - Corredor Do Bispo,"Rua Corredor Do Bispo, Soledade, Recife - Pe",Recife,PE,,,-8.0583775,-34.886683
APS Recife - Encruzilhada,"Av. Norte Miguel Arraes De Alencar, 2008, Encruzilhada, Recife - Pe",Recife,PE,,,-8.039061499999999,-34.8884976
APS Recife - Mário Melo,"Av. Mário Melo, 343, Santo Amaro, Recife - Pe",Recife,PE,,,-8.052550199999999,-34.8844005
APS Recife - Pina,"Av. Herculano Bandeira, Nº 570, Pina, Recife - Pe",Recife,PE,,,-8.087955,-34.88561110000001
APS Cabo De Santo Agostinho,"Rua Das Florentinas, Nº 88, Centro, Cabo De Santo Agostinho - Pe",Cabo De Santo Agostinho,PE,,,-8.2889871,-35.038596
APS Camaragibe,"Av. Doutor Belmino Correia 2850, Timbi, Camaragibe - Pe",Camaragibe,PE,,,-8.022565799999999,-34.9937642
APS São Lourenço Da Mata,"Rua Frei Caneca, Nº 301/307, Centro, São Lourenço Da Mata - Pe",São Lourenço Da Mata,PE,,,-7.9986269,-35.0380995
APS Moreno,"Rua Ormezinda Vasconcelos, 99, Centro, Moreno - Pe",Moreno,PE,,,-8.1179135,-35.1032095
APS Bezerros,"Trav Professor Amaral, Centro, Bezerros - Pe",Bezerros,PE,,,-8.2386161,-35.7528676
APS Carpina,"Av. Congresso Eucaristico Internacional, Santa Cruz, Carpina - Pe",Carpina,PE,,,-7.8457756,-35.242019
APS Caruaru,"Rui Barbosa, 250, Mauricio De Nassau, Caruaru - Pe",Caruaru,PE,,,-8.2803304,-35.9738761
APS Escada,,Escada,PE,,,-8.3688312,-35.235919
APS Gravatá,"Rua Lamartine De Farias Castro 217, Prado, Gravatá - Pe",Gravatá,PE,,,-8.1970926,-35.5636866
APS Limoeiro,"Av. Dr Severino Pinheiro, Centro, Limoeiro - Pe",Limoeiro,PE,,,-7.8777054,-35.4516995
APS Nazaré Da Mata,"Lote Edite De Moraes Coutinho - 3, Centro, Nazaré Da Mata - Pe",Nazaré Da Mata,PE,,,-7.742571099999999,-35.2284097
APS Ribeirão,"Rua João Cardozo Ayres Filho, Centro, Ribeirão - Pe",Ribeirão,PE,,,-8.5081977,-35.3748998
APS São Joaquim Do Monte,"Prolongamento Da Av. Presidente Kennedy, Centro, São Joaquim Do Monte - Pe",São Joaquim Do Monte,PE,,,-8.4322384,-35.8075229
APS Surubim,"Rua Antonio De Medeiros Sobrinho, Centro, Surubim - Pe",Surubim,PE,,,-7.8358878,-35.7592591
APS Timbaúba,"Rua Alcedo Marrocos, Centro, Timbaúba - Pe",Timbaúba,PE,,,-7.5137256,-35.3140869
APS Vitória De Santo Antão,"Rua Conselheiro Severino Francisco Alves, Livramento, Vitória De Santo Antão - Pe",Vitória De Santo Antão,PE,,,-8.123444,-35.3099699
APS Belo Jardim,"Coronel Geminiano Maciel, 397, Boa Vista, Belo Jardim - Pe",Belo Jardim,PE,,,-8.3338383,-36.41729530000001
APS Cupira,"Avenida Miguel Pereira Neto, S/N, Centro, Cupira - Pe",Cupira,PE,,,-8.6042308,-35.9508112
APS Afogados Da Ingazeira,,Afogados Da Ingazeira,PE,,,-7.4676426,-37.2714957
APS Arcoverde,"Rua Cap. Arlindo Pacheco De Albuquerque, Sao Miguel, Arcoverde - Pe",Arcoverde,PE,,,-8.4228644,-37.0572697
APS Garanhuns,"Praça Dom Moura, S/Nº, Santo Antonio, Garanhuns - Pe",Garanhuns,PE,,,-8.8887565,-36.4932506
APS Palmares,"Av. Coronel Pedro Paranhos, Centro, Palmares - Pe",Palmares,PE,,,-8.6875753,-35.5975212
APS Pesqueira,"Rua 13 De Maio, 33, Centro, Pesqueira - Pe",Pesqueira,PE,,,-8.358351299999999,-36.6978105
APS Bom Conselho,"Rua Dom Pedro Ii, 67, Centro, Bom Conselho - Pe",Bom Conselho,PE,,,-9.1698778,-36.6804792
APS Canhotinho,"Av. Quintino Bocaiuva, Centro, Canhotinho - Pe",Canhotinho,PE,,,-8.8749961,-36.1974554
APS Palmeirina,"Rua Governador João Pessoa, S/N, Centro, Palmeirina - Pe",Palmeirina,PE,,,-9.0043019,-36.3264897
APS São José Do Egito,"Rua Juraci Bezerra, 111, Centro, São José Do Egito - Pe",São José Do Egito,PE,,,-7.469489499999999,-37.2761237
APS Barreiros,"Rua Alceu Teles, Centro, Barreiros - Pe",Barreiros,PE,,,-8.813293,-35.187649
APS Águas Belas,"Rua Pedro Da Silva, S/Nº, Centro, Águas Belas - Pe",Águas Belas,PE,,,-9.1125796,-37.1206004
APS Caetés,"Rua Melquíades Borrego, S/N, Caetes, Caetés - Pe",Caetés,PE,,,-8.7714854,-36.6229656
APS São João/Pe,"Rua Julio Miguel Da Silva, S/N, Centro, São João - Pe",São João,PE,,,-8.8788308,-36.3654859
APS Sertânia,"Rua João Arruda Filho, 201, Centro, Sertânia - Pe",Sertânia,PE,,,-8.069804399999999,-37.2679829
APS Ibimirim,"Rua Castelo Branco, Nº 02, Centro, Ibimirim - Pe",Ibimirim,PE,,,-25.2018038,-49.34310809999999
APS Tabira,"Rua Alfa Albuquerque Melo Cordeiro, S/N, Centro, Tabira - Pe",Tabira,PE,,,-7.5962512,-37.5384888
APS Custódia,"Rua Getúlio Vargas, 1000, Centro, Custódia - Pe",Custódia,PE,,,-8.0815064,-37.6371918
APS Buique,"Travessa Coronel Antônio Cavalcante, Centro, Buique - Pe",Buique,PE,,,-8.6268345,-37.1554051
APS São Bento Do Una,"Tv. Dr. João Valença, Centro, São Bento Do Una - Pe",São Bento Do Una,PE,,,-8.5212448,-36.4481328
APS Lajedo,,Lajedo,PE,,,-8.6640686,-36.3218015
APS Araripina,"Av. Perimetral Gov José Muniz Ramos, S/N, Centro, Araripina - Pe",Araripina,PE,,,-7.569265,-40.5043847
APS Ouricuri,"Rua Eng. Baltazar Cavalcanti De Farias, Centro, Ouricuri - Pe",Ouricuri,PE,,,-7.8846259,-40.08517
APS Petrolina,"R. Tobias Barreto 03 Set Hospitalar Um, Centro, Petrolina - Pe",Petrolina,PE,,,-9.3936106,-40.5018
APS Salgueiro,"Rua Maria Nogueira Sampaio, 60, Centro, Salgueiro - Pe",Salgueiro,PE,,,-8.0697844,-39.1213833
APS Serra Talhada,"Rua Isnério Inácio, 200 - Centro, Nossa Senhora Da Penha, Serra Talhada - Pe",Serra Talhada,PE,,,-7.9939315,-38.2984345
APS Petrolândia/Pe,"Praça Dos Três Poderes, S/Nº, Centro, Petrolândia - Pe",Petrolândia,PE,,,-7.119561399999999,-34.8817282
APS Exu,"Rua Joaquim Ulisses, 05, Centro, Exu - Pe",Exu,PE,,,-7.518732999999999,-39.722336
APS Flores,"Rua Benjamin Constant, S/N, Centro, Flores - Pe",Flores,PE,,,-7.8673844,-37.9701116
APS Floresta/Pe,"Rua Jose Quirino De Sa, 1, Centro, Floresta - Pe",Floresta,PE,,,-8.5980455,-38.5773083
APS Ipubi,"Rua Frei Damião, S/N, Centro, Ipubi - Pe",Ipubi,PE,,,-7.6498469,-40.1503585
APS São José Do Belmonte,"Rua Elvira Pereira De Barros, S/N, Centro, São José Do Belmonte - Pe",São José Do Belmonte,PE,,,-7.8603003,-38.7534806
APS Trindade/Pe,,Trindade,PE,,,-7.761548,-40.2643793
APS Cabrobo,"Av. Mozenir Araujo De Sa, 56, Centro, Cabrobo - Pe",Cabrobo,PE,,,-8.514237099999999,-39.3065293
APS Bodocó,"Av. Floriano Peixoto, S/N, Centro, Bodocó - Pe",Bodocó,PE,,,-7.7816607,-39.9409402
APS Tacaratu,"Rua Antonio Freitas De Sa, 353, Centro, Tacaratu - Pe",Tacaratu,PE,,,-9.1039217,-38.1511043
APS Belém De São Francisco,"Av. Getulio Vargas, S/N, Centro, Belém De São Francisco - Pe",Belém De São Francisco,PE,,,-8.750877899999999,-38.9626062
APS Santa Maria Da Boa Vista,"Rua Professor Raimundo Coimbra Filho, S/N, Centro, Santa Maria Da Boa Vista - Pe",Santa Maria Da Boa Vista,PE,,,-8.8041483,-39.8287569
APS Lagoa Grande/Pe,,Lagoa Grande,PE,,,,
APS Campo Maior,"Praça Aarão Santana, 203, Centro, Campo Maior - Pi",Campo Maior,PI,,,-4.842104099999999,-42.1776165
APS Curimatá,"Rua Barão Do Paraim, 89, Centro, Curimatá - Pi",Curimatá,PI,,,-10.0342116,-44.3032291
APS Floriano,"Av. João Luíz Ferreira, 75, Centro, Floriano - Pi",Floriano,PI,,,-6.7641817,-43.0227917
APS Luzilândia,"Rua 28 De Julho, 399, Centro, Luzilândia - Pi",Luzilândia,PI,,,-3.4597581,-42.3728624
APS Parnaíba,"Rua Humberto De Campos, 512, Centro, Parnaíba - Pi",Parnaíba,PI,,,-2.9058294,-41.7784474
APS Picos,"Rua Coronel Francisco Santos, Centro, Picos - Pi",Picos,PI,,,-7.0839326,-41.4694741
APS Piripiri,"Rua Augusto Severo, 531, Centro, Piripiri - Pi",Piripiri,PI,,,-6.769245199999999,-43.0207043
APS São João Do Piauí,"Rua Francisco Damasceno, S/Nº, Centro, São João Do Piauí - Pi",São João Do Piauí,PI,,,-8.3535154,-42.2574298
APS São Raimundo Nonato,"Praça Francisco Freiria 1477, Centro, São Raimundo Nonato - Pi",São Raimundo Nonato,PI,,,-9.0151562,-42.6886131
APS Teresina - Aeroporto,"Rua Primeiro De Maio 3050, Marques, Teresina - Pi",Teresina,PI,,,-5.061865399999999,-42.8163478
APS Teresina - Alcino Júnior,"Rua David Caldas, 113/Sul, Centro, Teresina - Pi",Teresina,PI,,,-5.0921159,-42.81219369999999
APS Teresina - Centro,"Rua Areolino De Abreu, 1015, Centro, Teresina - Pi",Teresina,PI,,,-5.0895499,-42.8169528
APS Teresina - Leste,"Av. Joao Xxiii 3231, Sao Cristovao, Teresina - Pi",Teresina,PI,,,-5.0812784,-42.7690169
APS Água Branca/Pi,"Rua Vereador Abel Pereira, Centro, Água Branca - Pi",Água Branca,PI,,,-5.891933,-42.6399089
APS Teresina - Sul,"Rua Sete De Setembro/Sul, 2786, Vermelha, Teresina - Pi",Teresina,PI,,,-5.1141798,-42.8014401
APS Valença Do Piauí,"Rua Euripedes Martins, 274, Centro, Valença Do Piauí - Pi",Valença Do Piauí,PI,,,-6.402739599999999,-41.74171339999999
APS Cristino Castro,"Rua Marcos Parente, 1005, Centro, Cristino Castro - Pi",Cristino Castro,PI,,,-8.819640699999999,-44.2238321
APS Oeiras,"Rua André Holanda, 368, Centro, Oeiras - Pi",Oeiras,PI,,,-7.0144867,-42.1288116
APS Corrente,"Av. Manoel Lourenço Cavalcante S/N, Nova Corrente, Corrente - Pi",Corrente,PI,,,-10.4357069,-45.1787393
APS Barras,"Rua Marechal Pires Ferreira S/N, Centro, Barras - Pi",Barras,PI,,,-4.2435538,-42.2934165
APS Pedro Ii,"Rua Epifânio Jetirana, Nº 216, Centro, Pedro Ii - Pi",Pedro Ii,PI,,,-4.4219569,-41.4580293
APS União,"Rua José Medeiros De Melo S/N, Centro, União - Pi",União,PI,,,-8.322948799999999,-43.1747162
APS José De Freitas,"Rua José Da Costa Oliveira Sobrinho S/N, Centro, José De Freitas - Pi",José De Freitas,PI,,,-4.762054,-42.5838114
APS Miguel Alves,"Rua Des. Simplicio Mendes, S/N, Centro, Miguel Alves - Pi",Miguel Alves,PI,,,-4.1706015,-42.8947096
APS Batalha/Pi,"Av. Inácio Farias S/N, Centro, Batalha - Pi",Batalha,PI,,,-4.0202286,-42.0814734
APS Esperantina/Pi,"Rua Cel. Silvestre Lopes S/N, Centro, Esperantina - Pi",Esperantina,PI,,,-3.8920981,-42.2347873
APS Piracuruca,"Avenida Deputado Pinheiro Machado S/N, Centro, Piracuruca - Pi",Piracuruca,PI,,,-3.9280114,-41.7230419
APS Altos,"Rua Domingos Félix Do Monte S/N, Centro, Altos - Pi",Altos,PI,,,-5.0406449,-42.4623645
APS Canto Do Buriti,"Rua João Dos Santos, S/N, Centro, Canto Do Buriti - Pi",Canto Do Buriti,PI,,,-8.1086344,-42.9494179
APS Cocal,"Rua Reinaldo Marques S/N, Centro, Cocal - Pi",Cocal,PI,,,-3.4679958,-41.5572325
APS Luis Correia,"Rua Laurentino Araújo S/N, Centro, Luis Correia - Pi",Luis Correia,PI,,,-2.8800136,-41.6659084
APS Rio De Janeiro - André Moreira,"Rua Padre Andre Moreira 31, Meier, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.9026086,-43.2756537
APS Rio De Janeiro - Centro,"Av. Marechal Floriano, 199, Centro, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.9029727,-43.186861
APS Rio De Janeiro - Del Castilho,"Av. Segal, 206, Del Castilho, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.8815032,-43.2780802
APS Rio De Janeiro - Méier,"Rua Aristides Caire, 218, Meier, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.8970487,-43.2754549
APS Rio De Janeiro - Praça Da Bandeira,"Praça Da Bandeira, 96, Praca Da Bandeira, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.9105246,-43.2136691
APS Rio De Janeiro - Presidente Vargas,"Av. Presidente Vargas, 418, Centro, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.9008433,-43.1793749
APS Rio De Janeiro - São Cristovão,"Rua São Januário, 798, Sao Cristovao, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.8932644,-43.2274351
APS Rio De Janeiro - Tijuca,"Rua Uruguai, 297 - A, Tijuca, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.928926,-43.2432245
APS Rio De Janeiro - Almirante Barroso,"Rua Almirante Barroso, 54 Loja, Centro, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.9081457,-43.1759145
APS Rio De Janeiro - Maracanã,"Rua São Francisco Xavier, Nº 324, Maracana, Rio De Janeiro - Rj",Rio De Janeiro,RJ,,,-22.9158052,-43.2304032
