nome,endereco,cidade,uf,cep,telefone,latitude,longitude
APS Vassouras,"Rua Otávio Gomes 88/90, Centro, Vassouras - Rj",Vassouras,RJ,,,-22.4061337,-43.6600158
APS Volta Redonda,"Av. Getúlio Vargas 403, Centro, Volta Redonda - Rj",Volta Redonda,RJ,,,-22.5119217,-44.0891047
APS Itatiaia,"Rua Ana Cristina 150, Centro, Itatiaia - Rj",Itatiaia,RJ,,,-22.4968907,-44.55940289999999
APS Mendes,"Praça Dr. João Néri 2, Centro, Mendes - Rj",Mendes,RJ,,,-22.5256289,-43.7335185
APS Miguel Pereira,,Miguel Pereira,RJ,,,,
APS Parati,"Rua Aldimar Gomes Duarte Coelhos S/Nº, Centro (Paraty), Parati - Rj",Parati,RJ,,,-23.2197106,-44.7167452
APS Piraí,"Rua Epitácio Campos 15, Centro, Piraí - Rj",Piraí,RJ,,,,
APS Currais Novos,"Rua Teotônio Freire, 115, Centro, Currais Novos - Rn",Currais Novos,RN,,,-6.2548499,-36.5243222
APS João Câmara,"Rua 29 De Outubro, 250, Centro, João Câmara - Rn",João Câmara,RN,,,-5.5404914,-35.8116603
APS Natal - Centro,"Rua Apodi, 2150 - 3º Andar, Tirol, Natal - Rn",Natal,RN,,,-5.7899474,-35.2036788
APS Natal - Sul,"Rua Padre João Damasceno, 1950, Lagoa Nova, Natal - Rn",Natal,RN,,,-5.8242449,-35.2099011
APS Natal - Nazaré,"Av. Coronel Estevam, Nº 3529, Nossa Senhora De Nazare, Natal - Rn",Natal,RN,,,-5.8167592,-35.2323074
APS Natal - Norte,"Rua Alvorada, 884, Igapo, Natal - Rn",Natal,RN,,,-5.771225299999999,-35.26264889999999
APS Natal - Ribeira,"Rua Almino Afonso, 16, Ribeira, Natal - Rn",Natal,RN,,,-5.7749828,-35.2033046
APS Parnamirim/Rn,"Rua Doutor Carlos Matheus, 1484, Centro, Parnamirim - Rn",Parnamirim,RN,,,-5.9163728,-35.2639549
APS Santa Cruz/Rn,,Santa Cruz,RN,,,,
APS Santo Antônio,"Av. Lindolfo G. Vidal, 201, Centro, Santo Antônio - Rn",Santo Antônio,RN,,,-6.3163547,-35.4824215
APS Ceará Mirim,"Rua Jorge Fernandes Câmara, 26, Centro, Rio Grande Do Norte - Rn",Rio Grande Do Norte,RN,,,-5.9185354,-35.2615425
APS Touros,"Avenida 02, S/N, Centro, Touros - Rn",Touros,RN,,,-5.200110500000001,-35.4590878
APS Nova Cruz,,Nova Cruz,RN,,,,
APS Macaíba,"Rua Projetada, S/N, Centro, Macaíba - Rn",Macaíba,RN,,,-5.8567493,-35.3521828
APS Extremoz,"Rua Almirante Didier Viana, S/N, Centro, Extremoz - Rn",Extremoz,RN,,,-5.705929299999999,-35.3032604
APS Monte Alegre/Rn,,Monte Alegre,RN,,,,
APS Canguaretama,"Travessa Doutor Pedro Velho, S/N, Centro, Canguaretama - Rn",Canguaretama,RN,,,-6.3798548,-35.126219
APS São José De Mipibu,"Travessa Prefeito Inácio Henrique, 27, Centro, São José De Mipibu - Rn",São José De Mipibu,RN,,,-6.0686358,-35.2428656
APS São Gonçalo Do Amarante/Rn,,São Gonçalo Do Amarante,RN,,,,
APS São Paulo Do Potengi,"Rua General Dantas, S/N, Centro, São Paulo Do Potengi - Rn",São Paulo Do Potengi,RN,,,-5.8929403,-35.7641278
APS Nísia Floresta,"Rua Terezinha Francelino M Da Silva, S/N, Centro, Nísia Floresta - Rn",Nísia Floresta,RN,,,-6.0914552,-35.2082289
APS Açu,"Avenida Senador João Câmara, Centro, Açu - Rn",Açu,RN,,,-5.9185354,-35.2615425
APS Alexandria,"Rua Padre Carlos, Centro, Alexandria - Rn",Alexandria,RN,,,-6.4174832,-38.0105557
APS Areia Branca/Rn,"Rua Marechal Deodoro, Centro, Areia Branca - Rn",Areia Branca,RN,,,-4.952417899999999,-37.1278947
APS Caicó,"Rua Aníbal Da Cunha Macêdo, Centro, Caicó - Rn",Caicó,RN,,,-6.4577399,-37.0963332
APS Macau,"Rua Venancio Zacarias, Centro, Macau - Rn",Macau,RN,,,-5.1165836,-36.6313425
APS Mossoró,"Av. Aldemir Fernandes, Aeroporto, Mossoró - Rn",Mossoró,RN,,,-5.1888943,-37.3612273
APS Pau Dos Ferros,"Avenida Getúlio Vargas, Centro, Pau Dos Ferros - Rn",Pau Dos Ferros,RN,,,-6.113121,-38.2027042
APS Angicos,"Rua Vicente Barbosa, Centro, Angicos - Rn",Angicos,RN,,,-5.6662282,-36.6031003
APS Jardim Do Seridó,"Rua Coronel José Tomaz, Centro, Jardim Do Seridó - Rn",Jardim Do Seridó,RN,,,-6.5852919,-36.7728471
APS Patú,"Rua Ana Lira, Centro, Patú - Rn",Patú,RN,,,-6.1085497,-37.6362641
APS Apodi,"Rua Deputado Dalton Cunha, Centro, Apodi - Rn",Apodi,RN,,,-5.6519563,-37.8007474
APS Caraubas/Rn,"Rua Jucilene Alves Rocha, Centro, Caraubas - Rn",Caraubas,RN,,,-5.7794773,-37.5515204
APS Jucurutu,"Rua Major Lula, Centro, Jucurutu - Rn",Jucurutu,RN,,,-6.0357505,-37.0197002
APS Parelhas,"Rua Ovidio Dantas, Centro, Parelhas - Rn",Parelhas,RN,,,-6.6908718,-36.6572263
APS Baraúna/Rn,"Rua Hermenegildo Montenegro, Centro, Baraúna - Rn",Baraúna,RN,,,-5.338943100000001,-36.8344471
APS São Miguel,"Rua João Paulo De Souza, 15, Centro, São Miguel - Rn",São Miguel,RN,,,-6.2119236,-38.4966313
APS Martins,"Rua Presidente Médici, Centro, Martins - Rn",Martins,RN,,,-6.0921735,-37.919064
APS Porto Alegre - Azenha,"Av. Érico Veríssimo, 495, Menino Deus, Porto Alegre - Rs",Porto Alegre,RS,,,-30.0495577,-51.218357
APS Porto Alegre - Centro,"Trav. Mário Cinco Paus, 20, Centro Historico, Porto Alegre - Rs",Porto Alegre,RS,,,-30.0271257,-51.2288602
APS Porto Alegre - Norte,"Av. Três De Abril, 90, Passo Da Areia, Porto Alegre - Rs",Porto Alegre,RS,,,-30.0144133,-51.1779859
APS Porto Alegre - Petrópolis,"Av. Protasio Alves, 3550, Rio Branco, Porto Alegre - Rs",Porto Alegre,RS,,,-30.0383503,-51.1756214
APS Porto Alegre - Sul,"Estrada Vila Maria, 265, Cavalhada, Porto Alegre - Rs",Porto Alegre,RS,,,-30.1102256,-51.2295773
APS Viamão,"Rua Crescêncio De Andrade, 33, Centro, Viamão - Rs",Viamão,RS,,,-30.0825014,-51.02368620000001
APS Alvorada/Rs,"Av. Maringá 1201, Maringa, Alvorada - Rs",Alvorada,RS,,,-30.0066735,-51.0751955
APS Porto Alegre - Partenon,"Av. Bento Gonçalves, 867, Partenon, Porto Alegre - Rs",Porto Alegre,RS,,,-30.0535693,-51.2046666
APS Cachoeirinha/Rs,"Rua Doutor Campos Sales 80, Vila Santo Angelo, Cachoeirinha - Rs",Cachoeirinha,RS,,,-29.9588433,-51.1090206
APS Canoas,"Av. Inconfidencia, Marechal Rondon, Canoas - Rs",Canoas,RS,,,-29.921419,-51.1700332
APS Esteio,"Rua General Jose Machado Lopes 256, Centro, Esteio - Rs",Esteio,RS,,,-29.8461154,-51.1719483
APS Gravataí,"Rua Coronel Sarmento, Centro, Gravataí - Rs",Gravataí,RS,,,-29.9445667,-50.9914798
APS Guaíba,"Rua Sete De Setembro, Centro, Guaíba - Rs",Guaíba,RS,,,-30.1124793,-51.3152797
APS Osório,"Rua Firmiano Osorio 949, Centro, Osório - Rs",Osório,RS,,,-29.8909542,-50.2686774
APS São Jerônimo,"Rua Rio Branco, 384, Centro, São Jerônimo - Rs",São Jerônimo,RS,,,-23.9651144,-46.3876674
APS Torres,"Av. Do Riacho, 235, Centro, Torres - Rs",Torres,RS,,,-29.3406596,-49.7350986
APS Butiá,"Av. Leandro De Almeida, 356, Centro, Butiá - Rs",Butiá,RS,,,-30.1195944,-51.9674989
APS Santo Antônio Da Patrulha,"Rua Coronel Vitor Villa-Verde, 2, Centro, Santo Antônio Da Patrulha - Rs",Santo Antônio Da Patrulha,RS,,,-29.829747,-50.5217665
APS Bento Gonçalves,"Rua Julio De Castilhos, 291, Centro, Bento Gonçalves - Rs",Bento Gonçalves,RS,,,-29.165673,-51.5142256
APS Canela,"Rua Dona Carlinda, 810, Centro, Canela - Rs",Canela,RS,,,-29.3658017,-50.81185230000001
APS Caxias Do Sul,"Rua Visconde De Pelotas, 2280, Pio X, Caxias Do Sul - Rs",Caxias Do Sul,RS,,,-29.158777,-51.1820376
APS Farroupilha,"Rua Coronel Pena De Moraes, 59-A, Centro, Farroupilha - Rs",Farroupilha,RS,,,-29.2268842,-51.3526278
APS Garibaldi,"Rua João Missiaggia, 159, Centro, Garibaldi - Rs",Garibaldi,RS,,,-29.2579409,-51.5177181
APS Vacaria,"Rua Marechal Floriano 250, Centro, Vacaria - Rs",Vacaria,RS,,,-28.5031125,-50.93673380000001
APS Veranópolis,"Rua General Flores Da Cunha 454, Centro, Veranópolis - Rs",Veranópolis,RS,,,-28.9325419,-51.545345
APS Nova Prata,"Av. Placidina De Araujo, 742, Centro, Nova Prata - Rs",Nova Prata,RS,,,-28.78367579999999,-51.6075755
APS Carlos Barbosa,,Carlos Barbosa,RS,,,-29.2994583,-51.5021878
APS Flores Da Cunha,,Flores Da Cunha,RS,,,-29.0316028,-51.1780881
APS Cerro Largo,"Rua Sete De Setembro 160, Centro, Cerro Largo - Rs",Cerro Largo,RS,,,-28.1424317,-54.7375779
APS Cruz Alta,"Rua Benjamin Constant 553, Sao Miguel, Cruz Alta - Rs",Cruz Alta,RS,,,-28.6357104,-53.5976666
APS Frederico Westphalen,"Rua Luiz Milani 254, Centro, Frederico Westphalen - Rs",Frederico Westphalen,RS,,,-27.3559138,-53.400836
APS Ijuí,"Rua Benjamin Constant, 566, Centro, Ijuí - Rs",Ijuí,RS,,,-28.3873183,-53.9156942
APS Palmeira Das Missões,"Rua Borges De Medeiros 17, Centro, Palmeira Das Missões - Rs",Palmeira Das Missões,RS,,,-27.8997901,-53.3112541
APS Panambi,"Rua Bento Gonçalves 192, Centro, Panambi - Rs",Panambi,RS,,,-28.2990381,-53.5001495
APS Santa Rosa,"Rua Dr João Dahne 197, Centro, Santa Rosa - Rs",Santa Rosa,RS,,,-27.8706698,-54.4817195
APS Santo Ângelo,"Rua Dos Andradas 730, Centro, Santo Ângelo - Rs",Santo Ângelo,RS,,,-28.2984979,-54.26361499999999
APS São Luiz Gonzaga,"Rua Dr Bento Soeiro De Souza 2.373, Centro, São Luiz Gonzaga - Rs",São Luiz Gonzaga,RS,,,-28.4092326,-54.9414801
APS Três De Maio,"Av. Santa Rosa 1381, Centro, Três De Maio - Rs",Três De Maio,RS,,,-27.7836215,-54.2367311
APS Três Passos,"Rua General Osório 250, Centro, Três Passos - Rs",Três Passos,RS,,,-27.4561759,-53.92623560000001
APS Giruá,"Rua Sete De Setembro 37, Centro, Giruá - Rs",Giruá,RS,,,-28.0283749,-54.3508179
APS Horizontina,"Rua São Cristóvão 1386, Centro, Horizontina - Rs",Horizontina,RS,,,-27.6185612,-54.3149628
APS Ibirubá,"Av. Mauá 1486, Centro, Ibirubá - Rs",Ibirubá,RS,,,-28.6345596,-53.09512290000001
APS Porto Lucena,"Rua João Bordim 497, Centro, Porto Lucena - Rs",Porto Lucena,RS,,,-27.8536194,-55.0177758
APS Campo Bom,"Rua Rodolfo Dick, 129, Centro, Campo Bom - Rs",Campo Bom,RS,,,-29.6646286,-51.0392121
APS Dois Irmãos,"Rua Sapiranga, 665, Centro, Dois Irmãos - Rs",Dois Irmãos,RS,,,-29.5883297,-51.0887203
APS Encantado,"Rua Padre Anchieta, 1231, Centro, Encantado - Rs",Encantado,RS,,,-29.2406758,-51.8716951
APS Estrela,"Av. Barão Do Rio Branco, 553, Centro, Estrela - Rs",Estrela,RS,,,-29.4849206,-51.9548747
APS Lajeado/Rs,"Av. Benjamin Constant, 973, Centro, Lajeado - Rs",Lajeado,RS,,,-29.4625161,-51.96692789999999
APS Montenegro,"Rua Olavo Bilac, 1284, Centro, Montenegro - Rs",Montenegro,RS,,,-29.6886362,-51.4603705
APS Novo Hamburgo,"Av. Pedro Adams Filho - 5757, Centro, Novo Hamburgo - Rs",Novo Hamburgo,RS,,,-29.6816429,-51.1301604
APS São Leopoldo,"Rua Conceicao 364, Centro, São Leopoldo - Rs",São Leopoldo,RS,,,-29.7668488,-51.14340379999999
APS São Sebastião Do Caí,"Rua Benjamin Costant, 182, Centro, São Sebastião Do Caí - Rs",São Sebastião Do Caí,RS,,,-23.8012359,-45.4046528
APS Sapiranga,"Av. João Corrêa, 1.622, Centro, Sapiranga - Rs",Sapiranga,RS,,,-29.6401174,-51.0159378
APS Taquara,"Rua Guilherme Lahn, 1.508, Centro, Taquara - Rs",Taquara,RS,,,-29.649844,-50.7673395
APS Taquari,"Rua Osvaldo Aranha, 2.536, Centro, Taquari - Rs",Taquari,RS,,,-29.8049268,-51.8629432
APS Teutônia,,Teutônia,RS,,,-29.4765504,-51.815943
APS Portão,,Portão,RS,,,-29.6966812,-51.2439581
APS Carazinho,"Av. Pátria, 525, Centro, Carazinho - Rs",Carazinho,RS,,,-28.283897,-52.79195199999999
APS Erechim,"Av. Tiradentes, 401, Centro, Erechim - Rs",Erechim,RS,,,-27.631096,-52.2716895
APS Guaporé,"Rua Cel. Agilberto Maia, 715, Centro, Guaporé - Rs",Guaporé,RS,,,-28.8493806,-51.8917835
APS Lagoa Vermelha,"Rua Bento Gonçalves, 304, Centro, Lagoa Vermelha - Rs",Lagoa Vermelha,RS,,,-28.2103897,-51.5201931
APS Passo Fundo,"Rua General Osório, 1244, Centro, Passo Fundo - Rs",Passo Fundo,RS,,,-28.2650799,-52.4071334
APS Soledade/Rs,"Av. Mauricio Cardoso, 1224, Centro, Soledade - Rs",Soledade,RS,,,-28.8271277,-52.5105559
APS Casca,"Rua Gal. Pinheiro Machado 20, Centro, Casca - Rs",Casca,RS,,,-28.5656706,-51.9680929
APS Getúlio Vargas,"Av. Borges De Medeiros 785, Centro, Getúlio Vargas - Rs",Getúlio Vargas,RS,,,-27.8901851,-52.2224948
APS Marau/Rs,"Rua Irineu Ferlin 16, Centro, Marau - Rs",Marau,RS,,,-28.4492564,-52.208702
APS Serafina Correa,"Rua Costa E Silva 703, Centro, Serafina Correa - Rs",Serafina Correa,RS,,,-28.7105402,-51.9297774
APS Espumoso,"Rua Vasco Da Gama 259, Centro, Espumoso - Rs",Espumoso,RS,,,-28.7330932,-52.8409449
APS Sarandi/Rs,"Av. Sete De Setembro 2111, Centro, Sarandi - Rs",Sarandi,RS,,,-27.9444125,-52.9171965
APS Bagé,"Rua Gomes Carneiro, 1240, Centro, Bagé - Rs",Bagé,RS,,,-31.3280025,-54.1109476
APS Camaquã,"Av. Antônio Duro, 1130, Olaria, Camaquã - Rs",Camaquã,RS,,,-30.8548635,-51.80408749999999
APS Jaguarão,"Av. 27 De Janeiro, 1156, Centro, Jaguarão - Rs",Jaguarão,RS,,,-32.5599584,-53.3810946
APS Pelotas,"Rua Almirante Barroso, 1883, Centro, Pelotas - Rs",Pelotas,RS,,,-31.7706502,-52.3374745
APS Rio Grande,"Rua General Bacelar, 97, Centro, Rio Grande - Rs",Rio Grande,RS,,,-32.0324372,-52.08989099999999
APS São Lourenço Do Sul,"Rua Marechal Floriano, 2174, Centro, São Lourenço Do Sul - Rs",São Lourenço Do Sul,RS,,,-31.3672185,-51.9825816
APS Canguçu,"Rua Oswaldo Aranha, 295, Centro, Canguçu - Rs",Canguçu,RS,,,-31.3938429,-52.6743672
APS Santa Vitória Do Palmar,"Rua João De Oliveira Rodrigues, 1797, Centro, Santa Vitória Do Palmar - Rs",Santa Vitória Do Palmar,RS,,,-33.527156,-53.35718379999999
APS Tapes,"Rua Getulio Vargas, Sobreloja Do Bb, Centro, Tapes - Rs",Tapes,RS,,,-30.6732959,-51.4052742
APS Capão Do Leão,"Av. Narciso Silva, 2220, Centro, Capão Do Leão - Rs",Capão Do Leão,RS,,,-31.7676788,-52.5054291
APS São José Do Norte,"Rua Eng. Fernando Duprat Da Silva 607, Centro, São José Do Norte - Rs",São José Do Norte,RS,,,-32.0317617,-52.0912731
APS Piratini,"Rua Conceição Perez De Ávila, 78, Centro, Piratini - Rs",Piratini,RS,,,-31.4483171,-53.1043197
APS Caçapava Do Sul,"Rua Barão De Caçapava 633, Centro, Caçapava Do Sul - Rs",Caçapava Do Sul,RS,,,-30.5109428,-53.4915832
APS Cachoeira Do Sul,"Rua General Portinho 1785, Centro, Cachoeira Do Sul - Rs",Cachoeira Do Sul,RS,,,-30.0452829,-52.8915807
APS Candelária,"Rua 25 De Agosto, 90, Centro, Candelária - Rs",Candelária,RS,,,-29.667041,-52.79271319999999
APS Rio Pardo,"Rua Adolfo Pristch, 504, Centro, Rio Pardo - Rs",Rio Pardo,RS,,,-29.9812097,-52.3710892
APS Santa Cruz Do Sul,"Rua Ramiro Barcelos, 1430, Centro, Santa Cruz Do Sul - Rs",Santa Cruz Do Sul,RS,,,-29.7188262,-52.4321792
APS Santa Maria/Rs,"Rua Venâncio Aires, 2114, Centro, Santa Maria - Rs",Santa Maria,RS,,,-29.68520609999999,-53.8049259
APS Santiago,"Rua Francisco Camargo, 128, Centro, Santiago - Rs",Santiago,RS,,,-29.1925277,-54.87154630000001
APS Venâncio Aires,"Rua Jacob Becker, 1733, Centro, Venâncio Aires - Rs",Venâncio Aires,RS,,,-29.60876189999999,-52.1873888
APS Cacequi,"Rua Sete De Setembro, 276, Centro, Cacequi - Rs",Cacequi,RS,,,-29.8818287,-54.8252636
APS Júlio De Castilhos,"Avenida Beto Salles N 55, Centro, Júlio De Castilhos - Rs",Júlio De Castilhos,RS,,,-29.22884999999999,-53.6798955
APS Sobradinho/Rs,"Rua Pedro Alvares Cabral, S/N, Centro, Sobradinho - Rs",Sobradinho,RS,,,-29.4180597,-53.0258468
APS Tupanciretã,"Rua Capitão Amorin, S/N, Centro, Tupanciretã - Rs",Tupanciretã,RS,,,-29.0824354,-53.836254
APS Encruzilhada Do Sul,"Rua General Osório 335, Centro, Encruzilhada Do Sul - Rs",Encruzilhada Do Sul,RS,,,-30.5449725,-52.5210382
APS Alegrete,"Bento Gonçalves, 592 Fundos, Cidade Alta, Alegrete - Rs",Alegrete,RS,,,-29.7890851,-55.801595
APS Santana Do Livramento,"Rua Silveira Martins, 464, Centro, Santana Do Livramento - Rs",Santana Do Livramento,RS,,,-30.8912514,-55.536205
APS São Borja,"Rua General Osorio, Centro, São Borja - Rs",São Borja,RS,,,-28.658902,-56.0046682
APS São Gabriel/Rs,"Praça Camilo Mércio, 77, Centro, São Gabriel/Rs - Rs",São Gabriel/Rs,RS,,,-30.3372984,-54.3146504
APS Uruguaiana,"Rua Tiradentes, 2781, Centro, Uruguaiana - Rs",Uruguaiana,RS,,,-29.7540049,-57.08567710000001
APS Dom Pedrito,"Rua Moreira César, 1046, Centro, Dom Pedrito - Rs",Dom Pedrito,RS,,,-30.9794739,-54.67160209999999
APS Itaqui,"Rua Borges Do Canto, 984, Centro, Itaqui - Rs",Itaqui,RS,,,-29.1236646,-56.5567857
APS Rosário Do Sul,"Rua Amaro Souto, 1963, Centro, Rosário Do Sul - Rs",Rosário Do Sul,RS,,,-30.2590872,-54.915676
APS Quaraí,,Quaraí,RS,,,,
APS Biguaçú,"Rua Getúlio Vargas, 70, Centro, Biguaçú - Sc",Biguaçú,SC,,,-27.4961419,-48.6558011
APS Curitibanos,"Rua Maximino De Moraes, 357, Centro, Curitibanos - Sc",Curitibanos,SC,,,-27.2895405,-50.5784811
APS Florianópolis - Centro,"Rua Felipe Schmidt - 331, Centro, Florianópolis - Sc",Florianópolis,SC,,,-27.5959182,-48.5532035
APS Florianópolis - Continente,"Av. Ivo Silveira, 1960, Capoeiras, Florianópolis - Sc",Florianópolis,SC,,,-27.5998576,-48.5853358
APS Imbituba,"Rua Santa Catarina, 952, Centro, Imbituba - Sc",Imbituba,SC,,,-28.8280841,-49.2317105
APS Lages,"Rua Governador Jorge Lacerda, 126, Centro, Lages - Sc",Lages,SC,,,-27.8172139,-50.3294456
APS Palhoça,"Rua Barão Do Rio Branco, 277, Centro, Palhoça - Sc",Palhoça,SC,,,-27.6449667,-48.667916
APS São José,"Rua Ademar Da Silva, 1279, Kobrasol, São José - Sc",São José,SC,,,-27.5898661,-48.6119976
APS Tijucas,"Atilio Campos Filho, Centro, Tijucas - Sc",Tijucas,SC,,,-27.240063,-48.63361829999999
APS Alfredo Wagner,"Rua Major Pedro Borges, 103, Centro, Alfredo Wagner - Sc",Alfredo Wagner,SC,,,-27.7031493,-49.3349622
APS São Joaquim,"Rua Domingos Martorano, 350, Centro, São Joaquim - Sc",São Joaquim,SC,,,-28.2921857,-49.9325847
APS Itapema,"Rua Cento E Vinte E Um Nº 92, Centro, Itapema - Sc",Itapema,SC,,,-27.0919019,-48.614115
APS Arapiraca,"Rua Jose Leite Bezerra Nr 178, Santa Edwiges, Arapiraca - Al",Arapiraca,AL,,,-9.7333519,-36.6563081
APS Delmiro Gouveia,"Rua 7 De Setembro, 155, Centro, Delmiro Gouveia - Al",Delmiro Gouveia,AL,,,-9.3812643,-38.0005295
APS Maceió - Ary Pitombo,"Av. Almirante Alvaro Calheiros, 1187, Jatiuca, Maceió - Al",Maceió,AL,,,-9.6453248,-35.7104227
APS Maceió - Jatiúca,"Travessa Dona Constância, S/N, Poco, Maceió - Al",Maceió,AL,,,-9.6565374,-35.7206323
APS Maceió - Monte Máquinas,"Av. Dr Durval De Goes Monteiro - 4995, Santo Amaro, Maceió - Al",Maceió,AL,,,-9.6067528,-35.7415846
APS Palmeira Dos Índios,"Rua Pedro Soares Mota, S/N, Sao Cristovao, Palmeira Dos Índios - Al",Palmeira Dos Índios,AL,,,-9.4081431,-36.636549
APS Penedo,"Av. Duque De Caxias, N.49, Centro, Penedo - Al",Penedo,AL,,,-10.2925633,-36.58484929999999
APS Rio Largo,"Av. Governador Muniz Falcão, S/N, Centro, Rio Largo - Al",Rio Largo,AL,,,-9.4855723,-35.8565121
APS Santana Do Ipanema,"Rua Clemencia Pereira De Queiroz, S/Nº, Centro, Santana Do Ipanema - Al",Santana Do Ipanema,AL,,,-9.3738705,-37.237682
APS São Miguel Dos Campos,,São Miguel Dos Campos,AL,,,,
APS União Dos Palmares,"Rua Coronel Bezerra Montenegro, Centro, União Dos Palmares - Al",União Dos Palmares,AL,,,-9.1614068,-36.0311654
APS Pão De Açúcar,"Travessa Alameda S/Nº, Centro, Pão De Açúcar - Al",Pão De Açúcar,AL,,,-9.7493777,-37.4351721
APS Porto Calvo,"Rodovia Al 101 Norte Km 100, Lt. 28, Centro, Porto Calvo - Al",Porto Calvo,AL,,,-9.6942704,-35.79027
APS Porto Real Do Colégio,"Praça Gov Luiz Cavalcante, 73, Centro, Porto Real Do Colégio - Al",Porto Real Do Colégio,AL,,,-10.1854613,-36.83866829999999
APS Viçosa/Al,"Rua José Vilela, S/N, Centro, Viçosa - Al",Viçosa,AL,,,-9.369288,-36.2426003
APS Murici,"Cj Astolfo Lopes S/Nº, Centro, Murici - Al",Murici,AL,,,-9.310118,-35.9401514
APS Maribondo,"Rua Jose Sapucaia S/Nº, Centro, Maribondo - Al",Maribondo,AL,,,-9.5797883,-36.307117
APS Girau Do Ponciano,"Lot. Padre Cicero, Av. Progresso, S/N, Centro, Girau Do Ponciano - Al",Girau Do Ponciano,AL,,,-9.8832402,-36.8217054
APS São Sebastião/Al,"Rua Vereador José Batista, Centro, São Sebastião - Al",São Sebastião,AL,,,-9.9313353,-36.5547895
APS Campo Alegre/Al,"Av. Gov.Divaldo Suruagy S/Nº, Centro, Campo Alegre - Al",Campo Alegre,AL,,,-9.7839215,-36.3461936
APS Junqueiro,"Rua Juscelino Kubitschek S/Nº, Centro, Junqueiro - Al",Junqueiro,AL,,,-9.9225747,-36.4736928
APS Teotônio Vilela,"Rua Pedro Cavalcante S/Nº, Centro, Teotônio Vilela - Al",Teotônio Vilela,AL,,,-9.9108228,-36.3548604
APS Sao Jose Da Laje,"Rua Dr. Oscar Gordilho S/Nº, Centro, Sao Jose Da Laje - Al",Sao Jose Da Laje,AL,,,-9.0073546,-36.0565453
APS Traipu,"Av. Fernando Color De Mello S/Nº, Centro, Traipu - Al",Traipu,AL,,,-9.8015226,-36.7937983
APS Ouro Branco/Al,"Rua Coronel Lucena S/N, Centro, Ouro Branco - Al",Ouro Branco,AL,,,-9.1649115,-37.3576728
APS Limoeiro De Anadia,"Rua 31 De Maio S/Nr, Centro, Limoeiro De Anadia - Al",Limoeiro De Anadia,AL,,,-9.742232,-36.5043195
APS Igreja Nova,"Rua 16 De Maio S/N, Centro, Igreja Nova - Al",Igreja Nova,AL,,,-10.1297541,-36.65346
APS Craíbas,"Rua Santo Antonio, S/Nº, Centro, Craíbas - Al",Craíbas,AL,,,-9.617722,-36.7666657
APS Atalaia/Al,"Lot. Santa Inês, Jose Paulino, Atalaia - Al",Atalaia,AL,,,-9.5105965,-36.0054825
APS São José Da Tapera,"Avenida Manoel Maciano, S/N, Dez, Centro, São José Da Tapera - Al",São José Da Tapera,AL,,,-9.5532402,-37.382549
APS Piranhas/Al,,Piranhas,AL,,,,
APS Cajueiro,"Av. Antonio Carlos De Moraes, Centro, Cajueiro - Al",Cajueiro,AL,,,-9.4017432,-36.1577365
APS Pilar/Al,,Pilar,AL,,,,
APS Igaci,,Igaci,AL,,,,
APS Marechal Deodoro,,Marechal Deodoro,AL,,,-25.4298943,-49.2652477
APS Coruripe,"Rua Pernambuco Novo S/N, Centro, Coruripe - Al",Coruripe,AL,,,-10.131395,-36.1670133
APS Blumenau,"Rua Pres John Kennedy, 25, Centro, Blumenau - Sc",Blumenau,SC,,,-26.9184947,-49.06728349999999
APS Brusque,"Rua Rodrigues Alves, 50, Centro, Brusque - Sc",Brusque,SC,,,-27.0989905,-48.91502149999999
APS Ibirama,"Rua Xv De Novembro, 459, Centro, Ibirama - Sc",Ibirama,SC,,,-27.0628233,-49.5193429
APS Indaial,"Rua Marechal Floriano Peixoto, 444, Centro, Indaial - Sc",Indaial,SC,,,-26.8988035,-49.2310668
APS Itajaí,"Rua Doutor Jose Bonifacio Malburg, 195, Centro, Itajaí - Sc",Itajaí,SC,,,-26.904794,-48.6584815
APS Rio Do Sul,"Av. 7 De Setembro, 352, Jardim America, Rio Do Sul - Sc",Rio Do Sul,SC,,,-27.2140218,-49.6453295
APS Timbó,"Rua Benjamin Constant, 29, Centro, Timbó - Sc",Timbó,SC,,,-26.8248424,-49.2708513
APS Balneário De Camboriú,"Av. Do Estado Dalmo Vieira, Nacoes, Balneário De Camboriú - Sc",Balneário De Camboriú,SC,,,-26.9804672,-48.640323
APS Penha,"Rua João Veríssimo Da Silva, Centro, Penha - Sc",Penha,SC,,,-26.7728099,-48.6452716
APS Pomerode,"Rua Arthur Reinert, Centro, Pomerode - Sc",Pomerode,SC,,,-26.7327845,-49.1754165
APS Caçador,"Rua Campos Novos, 211 (Caixa Postal 18), Centro, Caçador - Sc",Caçador,SC,,,-26.7773323,-51.0137726
APS Chapecó,"Rua Rui Barbosa, 42D, Centro, Chapecó - Sc",Chapecó,SC,,,-27.1044108,-52.6109523
APS Concórdia,"Rua Independência, 221, Centro, Concórdia - Sc",Concórdia,SC,,,-27.2289539,-52.0177549
APS Joaçaba,"Rua Felipe Schmidt, 12 Caixa Postal 367, Centro, Joaçaba - Sc",Joaçaba,SC,,,-27.1747431,-51.5062011
APS Maravilha/Sc,"Rua Euclides Da Cunha, 11, Centro, Maravilha - Sc",Maravilha,SC,,,-26.7600975,-53.1740286
