NOME, ENDERECO, CIDADE, UF, CEP, TELEFONE, LATITUDE, LONGITUDE
APS SANTO ÂNGELO,RUA DOS ANDRADAS 730,SANTO ÂNGELO,RS,,,-28.2984979,-54.26361499999999
APS SÃO LUIZ GONZAGA,RUA DR BENTO SOEIRO DE SOUZA 2.373,SÃO LUIZ GONZAGA,RS,,,-28.4092326,-54.9414801
APS TRÊS DE MAIO,AV. SANTA ROSA 1381,TRÊS DE MAIO,RS,,,-27.7836215,-54.2367311
APS TRÊS PASSOS,RUA GENERAL OSÓRIO 250,TRÊS PASSOS,RS,,,-27.4561759,-53.92623560000001
APS GIRUÁ,RUA SETE DE SETEMBRO 37,GIRUÁ,RS,,,-28.0283749,-54.3508179
APS HORIZONTINA,RUA SÃO CRISTÓVÃO 1386,HORIZONTINA,RS,,,-27.6185612,-54.3149628
APS IBIRUBÁ,AV MAUÁ 1486,IBIRUBÁ,RS,,,-28.6345596,-53.09512290000001
APS PORTO LUCENA,RUA JOÃO BORDIM 497,PORTO LUCENA,RS,,,-27.8536194,-55.0177758
"APS CAMPO BOM,""RUA RODOLFO DICK, 129"",CAMPO BOM,RS,,,-29.6646286,-51.0392121"
"APS DOIS IRMÃOS,""RUA SAPIRANGA, 665"",DOIS IRMÃOS,RS,,,-29.5883297,-51.0887203"
"APS ENCANTADO,""RUA PADRE ANCHIETA, 1231"",ENCANTADO,RS,,,-29.2406758,-51.8716951"
"APS ESTRELA,""AV. BARÃO DO RIO BRANCO, 553"",ESTRELA,RS,,,-29.4849206,-51.9548747"
"APS LAJEADO/RS,""AV. BENJAMIN CONSTANT, 973"",LAJEADO,RS,,,-29.4625161,-51.96692789999999"
"APS MONTENEGRO,""RUA OLAVO BILAC, 1284"",MONTENEGRO,RS,,,-29.6886362,-51.4603705"
APS NOVO HAMBURGO,AV PEDRO ADAMS FILHO - 5757,NOVO HAMBURGO,RS,,,-29.6816429,-51.1301604
APS SÃO LEOPOLDO,R CONCEICAO 364,SÃO LEOPOLDO,RS,,,-29.7668488,-51.14340379999999
"APS SÃO SEBASTIÃO DO CAÍ,""RUA BENJAMIN COSTANT, 182"",SÃO SEBASTIÃO DO CAÍ,RS,,,-23.8012359,-45.4046528"
"APS SAPIRANGA,""AV. JOÃO CORRÊA, 1.622"",SAPIRANGA,RS,,,-29.6401174,-51.0159378"
"APS TAQUARA,""RUA GUILHERME LAHN, 1.508"",TAQUARA,RS,,,-29.649844,-50.7673395"
"APS TAQUARI,""RUA OSVALDO ARANHA, 2.536"",TAQUARI,RS,,,-29.8049268,-51.8629432"
"APS TEUTÔNIA,""AV. 01 NORTE, 315"",TEUTÔNIA,RS,,,,"
"APS PORTÃO,""RUA RONDÔNIA, 233"",PORTÃO,RS,,,,"
"APS CARAZINHO,""AV. PÁTRIA, 525"",CARAZINHO,RS,,,-28.283897,-52.79195199999999"
"APS ERECHIM,""AV. TIRADENTES, 401"",ERECHIM,RS,,,-27.631096,-52.2716895"
"APS GUAPORÉ,""RUA CEL. AGILBERTO MAIA, 715"",GUAPORÉ,RS,,,-28.8493806,-51.8917835"
"APS LAGOA VERMELHA,""RUA BENTO GONÇALVES, 304"",LAGOA VERMELHA,RS,,,-28.2103897,-51.5201931"
"APS PASSO FUNDO,""RUA GENERAL OSÓRIO, 1244"",PASSO FUNDO,RS,,,-28.2650799,-52.4071334"
"APS SOLEDADE/RS,""AV. MAURICIO CARDOSO, 1224"",SOLEDADE,RS,,,-28.8271277,-52.5105559"
APS CASCA,RUA GAL. PINHEIRO MACHADO 20,CASCA,RS,,,-28.5656706,-51.9680929
APS GETÚLIO VARGAS,AV BORGES DE MEDEIROS 785,GETÚLIO VARGAS,RS,,,-27.8901851,-52.2224948
APS MARAU/RS,RUA IRINEU FERLIN 16,MARAU,RS,,,-28.4492564,-52.208702
APS SERAFINA CORREA,RUA COSTA E SILVA 703,SERAFINA CORREA,RS,,,-28.7105402,-51.9297774
APS ESPUMOSO,RUA VASCO DA GAMA 259,ESPUMOSO,RS,,,-28.7330932,-52.8409449
APS SARANDI/RS,AV SETE DE SETEMBRO 2111,SARANDI,RS,,,-27.9444125,-52.9171965
"APS BAGÉ,""RUA GOMES CARNEIRO,1240"",BAGÉ,RS,,,-31.3280025,-54.1109476"
"APS CAMAQUÃ,""AV. ANTÔNIO DURO, 1130"",CAMAQUÃ,RS,,,-30.8548635,-51.80408749999999"
"APS JAGUARÃO,""AV. 27 DE JANEIRO, 1156"",JAGUARÃO,RS,,,-32.5599584,-53.3810946"
"APS PELOTAS,""R ALMIRANTE BARROSO, 1883"",PELOTAS,RS,,,-31.7706502,-52.3374745"
"APS RIO GRANDE,""R GENERAL BACELAR, 97"",RIO GRANDE,RS,,,-32.0324372,-52.08989099999999"
"APS SÃO LOURENÇO DO SUL,""RUA MARECHAL FLORIANO, 2174"",SÃO LOURENÇO DO SUL,RS,,,-31.3672185,-51.9825816"
"APS CANGUÇU,""RUA OSWALDO ARANHA, 295"",CANGUÇU,RS,,,-31.3938429,-52.6743672"
"APS SANTA VITÓRIA DO PALMAR,""RUA JOÃO DE OLIVEIRA RODRIGUES, 1797"",SANTA VITÓRIA DO PALMAR,RS,,,-33.527156,-53.35718379999999"
"APS TAPES,""RUA GETULIO VARGAS, SOBRELOJA DO BB"",TAPES,RS,,,-30.6732959,-51.4052742"
"APS CAPÃO DO LEÃO,""AV. NARCISO SILVA, 2220"",CAPÃO DO LEÃO,RS,,,-31.7676788,-52.5054291"
APS SÃO JOSÉ DO NORTE,RUA ENG. FERNANDO DUPRAT DA SILVA 607,SÃO JOSÉ DO NORTE,RS,,,-32.0317617,-52.0912731
"APS PIRATINI,""RUA CONCEIÇÃO PEREZ DE ÁVILA, 78"",PIRATINI,RS,,,-31.4483171,-53.1043197"
APS CAÇAPAVA DO SUL,RUA BARÃO DE CAÇAPAVA 633,CAÇAPAVA DO SUL,RS,,,-30.5109428,-53.4915832
APS CACHOEIRA DO SUL,R GENERAL PORTINHO 1785,CACHOEIRA DO SUL,RS,,,-30.0452829,-52.8915807
"APS CANDELÁRIA,""RUA 25 DE AGOSTO, 90"",CANDELÁRIA,RS,,,-29.667041,-52.79271319999999"
"APS RIO PARDO,""RUA ADOLFO PRISTCH, 504"",RIO PARDO,RS,,,-29.9812097,-52.3710892"
"APS SANTA CRUZ DO SUL,""RUA RAMIRO BARCELOS, 1430"",SANTA CRUZ DO SUL,RS,,,-29.7188262,-52.4321792"
"APS SANTA MARIA/RS,""RUA VENÂNCIO AIRES, 2114"",SANTA MARIA,RS,,,-29.68520609999999,-53.8049259"
"APS SANTIAGO,""RUA FRANCISCO CAMARGO, 128"",SANTIAGO,RS,,,-29.1925277,-54.87154630000001"
"APS VENÂNCIO AIRES,""RUA JACOB BECKER, 1733"",VENÂNCIO AIRES,RS,,,-29.60876189999999,-52.1873888"
"APS CACEQUI,""RUA SETE DE SETEMBRO, 276"",CACEQUI,RS,,,-29.8818287,-54.8252636"
APS JÚLIO DE CASTILHOS,AVENIDA BETO SALLES N 55,JÚLIO DE CASTILHOS,RS,,,-29.22884999999999,-53.6798955
"APS SOBRADINHO/RS,""RUA PEDRO ALVARES CABRAL, SN"",SOBRADINHO,RS,,,-29.4180597,-53.0258468"
"APS TUPANCIRETÃ,""RUA CAPITÃO AMORIN, S/N"",TUPANCIRETÃ,RS,,,-29.0824354,-53.836254"
APS ENCRUZILHADA DO SUL,RUA GENERAL OSÓRIO 335,ENCRUZILHADA DO SUL,RS,,,-30.5449725,-52.5210382
"APS ALEGRETE,""BENTO GONÇALVES, 592 FUNDOS"",ALEGRETE,RS,,,-29.7890851,-55.801595"
"APS SANTANA DO LIVRAMENTO,""RUA SILVEIRA MARTINS, 464"",SANTANA DO LIVRAMENTO,RS,,,-30.8912514,-55.536205"
APS SÃO BORJA,RUA GENERAL OSORIO,SÃO BORJA,RS,,,-28.658902,-56.0046682
"APS SÃO GABRIEL/RS,""PRAÇA CAMILO MÉRCIO, 77"",SÃO GABRIEL/RS,RS,,,-30.3372984,-54.3146504"
"APS URUGUAIANA,""RUA TIRADENTES, 2781"",URUGUAIANA,RS,,,-29.7540049,-57.08567710000001"
"APS DOM PEDRITO,""RUA MOREIRA CÉSAR, 1046"",DOM PEDRITO,RS,,,-30.9794739,-54.67160209999999"
"APS ITAQUI,""RUA BORGES DO CANTO, 984"",ITAQUI,RS,,,-29.1236646,-56.5567857"
"APS ROSÁRIO DO SUL,""RUA AMARO SOUTO, 1963"",ROSÁRIO DO SUL,RS,,,-30.2590872,-54.915676"
APS QUARAÍ,RUA SIAO,QUARAÍ,RS,,,,
"APS BIGUAÇÚ,""RUA GETÚLIO VARGAS, 70"",BIGUAÇÚ,SC,,,-27.4961419,-48.6558011"
"APS CURITIBANOS,""RUA MAXIMINO DE MORAES, 357"",CURITIBANOS,SC,,,-27.2895405,-50.5784811"
APS FLORIANÓPOLIS - CENTRO,R FELIPE SCHMIDT - 331,FLORIANÓPOLIS,SC,,,-27.5959182,-48.5532035
"APS FLORIANÓPOLIS - CONTINENTE,""AV. IVO SILVEIRA, 1960"",FLORIANÓPOLIS,SC,,,-27.5998576,-48.5853358"
"APS IMBITUBA,""RUA SANTA CATARINA, 952"",IMBITUBA,SC,,,-28.8280841,-49.2317105"
"APS LAGES,""RUA GOVERNADOR JORGE LACERDA, 126"",LAGES,SC,,,-27.8172139,-50.3294456"
"APS PALHOÇA,""RUA BARÃO DO RIO BRANCO, 277"",PALHOÇA,SC,,,-27.6449667,-48.667916"
"APS SÃO JOSÉ,""RUA ADEMAR DA SILVA, 1279"",SÃO JOSÉ,SC,,,-27.5898661,-48.6119976"
APS TIJUCAS,ATILIO CAMPOS FILHO,TIJUCAS,SC,,,-27.240063,-48.63361829999999
"APS ALFREDO WAGNER,""RUA MAJOR PEDRO BORGES, 103"",ALFREDO WAGNER,SC,,,-27.7031493,-49.3349622"
"APS SÃO JOAQUIM,""RUA DOMINGOS MARTORANO, 350"",SÃO JOAQUIM,SC,,,-28.2921857,-49.9325847"
APS ITAPEMA,RUA CENTO E VINTE E UM Nº 92,ITAPEMA,SC,,,-27.0919019,-48.614115
APS ARAPIRACA,RUA JOSE LEITE BEZERRA NR 178,ARAPIRACA,AL,,,-9.7333519,-36.6563081
"APS DELMIRO GOUVEIA,""RUA 7 DE SETEMBRO, 155"",DELMIRO GOUVEIA,AL,,,-9.3812643,-38.0005295"
"APS MACEIÓ - ARY PITOMBO,""AV ALMIRANTE ALVARO CALHEIROS, 1187"",MACEIÓ,AL,,,-9.6453248,-35.7104227"
"APS MACEIÓ - JATIÚCA,""TRAVESSA DONA CONSTÂNCIA, S/N"",MACEIÓ,AL,,,-9.6565374,-35.7206323"
APS MACEIÓ - MONTE MÁQUINAS,AV DR DURVAL DE GOES MONTEIRO - 4995,MACEIÓ,AL,,,-9.6067528,-35.7415846
"APS PALMEIRA DOS ÍNDIOS,""RUA PEDRO SOARES MOTA, S/N"",PALMEIRA DOS ÍNDIOS,AL,,,-9.4081431,-36.636549"
"APS PENEDO,""AV. DUQUE DE CAXIAS, N.49"",PENEDO,AL,,,-10.2925633,-36.58484929999999"
"APS RIO LARGO,""AV. GOVERNADOR MUNIZ FALCÃO, S/N"",RIO LARGO,AL,,,-9.4855723,-35.8565121"
"APS SANTANA DO IPANEMA,""RUA CLEMENCIA PEREIRA DE QUEIROZ, S/Nº"",SANTANA DO IPANEMA,AL,,,-9.3738705,-37.237682"
APS SÃO MIGUEL DOS CAMPOS,,SÃO MIGUEL DOS CAMPOS,AL,,,,
APS UNIÃO DOS PALMARES,RUA CORONEL BEZERRA MONTENEGRO,UNIÃO DOS PALMARES,AL,,,-9.1614068,-36.0311654
APS PÃO DE AÇÚCAR,TRAVESSA ALAMEDA S/Nº,PÃO DE AÇÚCAR,AL,,,-9.7493777,-37.4351721
"APS PORTO CALVO,""RODOVIA AL 101 NORTE KM 100, LT 28"",PORTO CALVO,AL,,,-9.6942704,-35.79027"
"APS PORTO REAL DO COLÉGIO,""PRAÇA GOV LUIZ CAVALCANTE, 73"",PORTO REAL DO COLÉGIO,AL,,,-10.1854613,-36.83866829999999"
"APS VIÇOSA/AL,""RUA JOSÉ VILELA, SN"",VIÇOSA,AL,,,-9.369288,-36.2426003"
APS MURICI,CJ ASTOLFO LOPES S/Nº,MURICI,AL,,,-9.310118,-35.9401514
APS MARIBONDO,RUA JOSE SAPUCAIA S/Nº,MARIBONDO,AL,,,-9.5797883,-36.307117
"APS GIRAU DO PONCIANO,""LOT. PADRE CICERO, AV. PROGRESSO, SN"",GIRAU DO PONCIANO,AL,,,-9.8832402,-36.8217054"
APS SÃO SEBASTIÃO/AL,RUA VEREADOR JOSÉ BATISTA,SÃO SEBASTIÃO,AL,,,-9.9313353,-36.5547895
APS CAMPO ALEGRE/AL,AV. GOV.DIVALDO SURUAGY S/Nº,CAMPO ALEGRE,AL,,,-9.7839215,-36.3461936
APS JUNQUEIRO,RUA JUSCELINO KUBITSCHEK S/Nº,JUNQUEIRO,AL,,,-9.9225747,-36.4736928
APS TEOTÔNIO VILELA,RUA PEDRO CAVALCANTE S/Nº,TEOTÔNIO VILELA,AL,,,-9.9108228,-36.3548604
APS SAO JOSE DA LAJE,RUA DR. OSCAR GORDILHO S/Nº,SAO JOSE DA LAJE,AL,,,-9.0073546,-36.0565453
APS TRAIPU,AV. FERNANDO COLOR DE MELLO S/Nº,TRAIPU,AL,,,-9.8015226,-36.7937983
APS OURO BRANCO/AL,RUA CORONEL LUCENA S/N,OURO BRANCO,AL,,,-9.1649115,-37.3576728
APS LIMOEIRO DE ANADIA,RUA 31 DE MAIO S/NR,LIMOEIRO DE ANADIA,AL,,,-9.742232,-36.5043195
APS IGREJA NOVA,RUA 16 DE MAIO S/N,IGREJA NOVA,AL,,,-10.1297541,-36.65346
"APS CRAÍBAS,""RUA SANTO ANTONIO, S/Nº"",CRAÍBAS,AL,,,-9.617722,-36.7666657"
APS ATALAIA/AL,LOT. SANTA INÊS,ATALAIA,AL,,,-9.5105965,-36.0054825
"APS SÃO JOSÉ DA TAPERA,""AVENIDA MANOEL MACIANO, S/N, DEZ"",SÃO JOSÉ DA TAPERA,AL,,,-9.5532402,-37.382549"
APS PIRANHAS/AL,AV. ALAGOAS SN,PIRANHAS,AL,,,,
APS CAJUEIRO,AV ANTONIO CARLOS DE MORAES,CAJUEIRO,AL,,,-9.4017432,-36.1577365
APS PILAR/AL,ROD BR 316 LOT. SANTA CLARA QUADRA-G,PILAR,AL,,,,
"APS IGACI,""RUA DIVALDO SURUAGY, S/N"",IGACI,AL,,,,"
APS MARECHAL DEODORO,RODOVIA EDVAL LEMOS /AL,MARECHAL DEODORO,AL,,,,
APS CORURIPE,RUA PERNAMBUCO NOVO SN,CORURIPE,AL,,,-10.131395,-36.1670133
"APS BLUMENAU,""RUA PRES JOHN KENNEDY, 25"",BLUMENAU,SC,,,-26.9184947,-49.06728349999999"
"APS BRUSQUE,""RUA RODRIGUES ALVES, 50"",BRUSQUE,SC,,,-27.0989905,-48.91502149999999"
"APS IBIRAMA,""RUA XV DE NOVEMBRO, 459"",IBIRAMA,SC,,,-27.0628233,-49.5193429"
"APS INDAIAL,""RUA MARECHAL FLORIANO PEIXOTO, 444"",INDAIAL,SC,,,-26.8988035,-49.2310668"
"APS ITAJAÍ,""R DOUTOR JOSE BONIFACIO MALBURG, 195"",ITAJAÍ,SC,,,-26.904794,-48.6584815"
"APS RIO DO SUL,""AV 7 DE SETEMBRO, 352"",RIO DO SUL,SC,,,-27.2140218,-49.6453295"
"APS TIMBÓ,""RUA BENJAMIN CONSTANT, 29"",TIMBÓ,SC,,,-26.8248424,-49.2708513"
APS BALNEÁRIO DE CAMBORIÚ,AV DO ESTADO DALMO VIEIRA,BALNEÁRIO DE CAMBORIÚ,SC,,,-26.9804672,-48.640323
APS PENHA,RUA JOÃO VERÍSSIMO DA SILVA,PENHA,SC,,,-26.7728099,-48.6452716
APS POMERODE,RUA ARTHUR REINERT,POMERODE,SC,,,-26.7327845,-49.1754165
"APS CAÇADOR,""RUA CAMPOS NOVOS, 211 (CAIXA POSTAL 18)"",CAÇADOR,SC,,,-26.7773323,-51.0137726"
"APS CHAPECÓ,""RUA RUI BARBOSA, 42D"",CHAPECÓ,SC,,,-27.1044108,-52.6109523"
"APS CONCÓRDIA,""RUA INDEPENDÊNCIA, 221"",CONCÓRDIA,SC,,,-27.2289539,-52.0177549"
"APS JOAÇABA,""RUA FELIPE SCHMIDT, 12 CAIXA POSTAL 367"",JOAÇABA,SC,,,-27.1747431,-51.5062011"
"APS MARAVILHA/SC,""RUA EUCLIDES DA CUNHA, 11"",MARAVILHA,SC,,,-26.7600975,-53.1740286"
"APS SÃO LOURENÇO DO OESTE,""GILIO REZZIERI, 650"",SÃO LOURENÇO DO OESTE,SC,,,-26.3514427,-52.8511805"
"APS SÃO MIGUEL D OESTE,""RUA XV DE NOVEMBRO, 1460"",SÃO MIGUEL D OESTE,SC,,,-26.7379152,-53.5181671"
"APS VIDEIRA,""RUA SAUL BRANDALISE, 201"",VIDEIRA,SC,,,-27.0058256,-51.1519093"
"APS XANXERÊ,""RUA MARECHAL BORMANN, 360"",XANXERÊ,SC,,,,"
"APS CAMPOS NOVOS,""RUA SÃO JOÃO BATISTA, 613"",CAMPOS NOVOS,SC,,,-27.4047661,-51.2304144"
"APS CAPINZAL,""RUA ERNESTO HACHMANN, 435"",CAPINZAL,SC,,,-27.3436342,-51.6144417"
APS FRAIBURGO,AV. OLAVO BILAC,FRAIBURGO,SC,,,,
"APS PINHALZINHO/SC,""RUA TRAVESSA CHAPECÓ, 100"",PINHALZINHO,SC,,,-26.8440833,-52.987769"
"APS PORTO UNIÃO,""RUA QUINTINO BOCAIÚVA, 423"",PORTO UNIÃO,SC,,,-26.2399211,-51.08301059999999"
APS XAXIM,RUA JULIO LUNARDI,XAXIM,SC,,,,
"APS DIONÍSIO CERQUEIRA,""AVENIDA ADELINO MANGINI, 313"",DIONÍSIO CERQUEIRA,SC,,,-26.2591943,-53.6342137"
"APS ARARANGUÁ,""RUA CAETANO LUMMERTZ, 722"",ARARANGUÁ,SC,,,-28.9359612,-49.4811451"
"APS BRAÇO DO NORTE,""RUA FELIPE SCHIMIDT, 1001"",BRAÇO DO NORTE,SC,,,-28.2695898,-49.17257799999999"
"APS CRICIÚMA,""RUA SÃO JOSÉ, 170"",CRICIÚMA,SC,,,-28.6761881,-49.3728882"
"APS LAGUNA,""RUA RAULINO HORN, 140"",LAGUNA,SC,,,-28.4828749,-48.7825888"
"APS ORLEANS,""RUA ALEXANDRE SANDRINI, 64"",ORLEANS,SC,,,-28.3569955,-49.2869033"
"APS TUBARÃO,""RUA SÃO MANOEL, 40"",TUBARÃO,SC,,,-28.4817298,-49.0075231"
"APS URUSSANGA,""RUA BARÃO DO RIO BRANCO, 88"",URUSSANGA,SC,,,-28.5214746,-49.3221254"
"APS IÇARA,""TRAVESSA PADRE BOLESLAU, 400"",IÇARA,SC,,,-28.7157713,-49.3002766"
"APS LAURO MÜLLER,""RUA HENRIQUE LAGE, SN"",LAURO MÜLLER,SC,,,-28.3909456,-49.3941396"
APS SOMBRIO,RUA GENERINO TEIXEIRA DA ROSA,SOMBRIO,SC,,,-29.1183235,-49.6396887
APS FORQUILHINHA,AVENIDA PROFESSOR EURICO BACK,FORQUILHINHA,SC,,,-28.74301,-49.4706104
APS CAPIVARI DE BAIXO,RUA ERNANI COTRIN,CAPIVARI DE BAIXO,SC,,,-28.4407129,-48.9615265
"APS CANOINHAS,""RUA VIDAL RAMOS, 780"",CANOINHAS,SC,,,-26.175369,-50.3927092"
"APS JARAGUÁ DO SUL,""AV GETULIO VARGAS, 500"",JARAGUÁ DO SUL,SC,,,-26.4786677,-49.0870079"
"APS JOINVILLE - CENTRO,""RUA NOVE DE MARÇO, 241"",JOINVILLE,SC,,,-26.3020734,-48.843286"
"APS MAFRA,""RUA DOUTOR MATHIAS PIENCHNICK, 37"",MAFRA,SC,,,-26.1144509,-49.8045239"
"APS SÃO BENTO DO SUL,""RUA CAPITAO ERNESTO NUNES, 89"",SÃO BENTO DO SUL,SC,,,-26.2466176,-49.3811614"
"APS SÃO FRANCISCO DO SUL,""RUA BARÃO DO RIO BRANCO, Nº 377"",SÃO FRANCISCO DO SUL,SC,,,-26.2486101,-48.6355595"
"APS JOINVILLE - GUANABARA,""RUA GRACIOSA, 380"",JOINVILLE,SC,,,-26.3233773,-48.83536549999999"
"APS GUARAMIRIM,""RUA NELSON LUÍS ROSA DE BEM, 90"",GUARAMIRIM,SC,,,-26.4769542,-49.00011259999999"
"APS RIO NEGRO/PR,""RUA BRASÍLIO CELESTINO DE OLIVEIRA, 30"",RIO NEGRO,PR,,,-26.0990766,-49.7929802"
"APS SÃO PAULO - BRÁS,""RUA JOSE DE ALENCAR, 56"",SÃO PAULO,SP,,,-23.5405633,-46.6116772"
"APS SÃO PAULO - BRIG. LUÍS ANTÔNIO,""AV BRIGADEIRO LUIS ANTONIO, 1266"",SÃO PAULO,SP,,,-23.560264,-46.643412"
"APS SÃO PAULO - CENTRO,""R CORONEL XAVIER DE TOLEDO, 290"",SÃO PAULO,SP,,,-23.5474724,-46.6410109"
APS SÃO PAULO - GLICÉRIO,PC NINA RODRIGUES 151/153,SÃO PAULO,SP,,,-23.5572913,-46.6263138
"APS SÃO PAULO - ANHANGABAÚ,""R CORONEL XAVIER DE TOLEDO, 280"",SÃO PAULO,SP,,,-23.5474618,-46.64108179999999"
"APS SÃO PAULO - MOOCA,""RUA DOS TRILHOS, 1823"",SÃO PAULO,SP,,,-23.5548993,-46.5920219"
"APS SÃO PAULO - VILA PRUDENTE,""RUA DO ORFANATO, 253"",SÃO PAULO,SP,,,-23.5802811,-46.5829896"
"APS SÃO PAULO - ÁGUA BRANCA,""AV. FRANCISCO MATARAZZO,345"",SÃO PAULO,SP,,,-23.530736,-46.6670205"
APS SÃO PAULO - SANTA MARINA,AV SANTA MARINA - 1217/1233,SÃO PAULO,SP,,,-23.5142515,-46.692228
APS SÃO PAULO - ATALIBA LEONEL,AV GENERAL ATALIBA LEONEL - 1085,SÃO PAULO,SP,,,-23.5023909,-46.61826480000001
"APS SÃO PAULO - TUCURUVI,""RUA DOMINGOS CALHEIROS, 124/126"",SÃO PAULO,SP,,,-23.4796819,-46.6105663"
"APS SÃO PAULO - VOLUNTÁRIOS DA PÁTRIA,""RUA VOLUNTÁRIOS DA PÁTRIA, 2373"",SÃO PAULO,SP,,,-23.4993507,-46.6257107"
APS CAIEIRAS,AV DOUTOR ARMANDO PINTO,CAIEIRAS,SP,,,-23.3630825,-46.7434677
APS SÃO PAULO - NOSSA SENHORA DE SABARÁ,AV NOSSA SENHORA DO SABARA - 2300,SÃO PAULO,SP,,,-23.6748002,-46.6861391
APS SÃO PAULO - CIDADE DUTRA,RUA PADRE JOSÉ GARZOTTI 75,SÃO PAULO,SP,,,-23.7099348,-46.6988334
"APS SÃO PAULO - SANTO AMARO,""R COMENDADOR ELIAS ZARZUR, 98"",SÃO PAULO,SP,,,-23.6513358,-46.7016681"
APS SÃO PAULO - JABAQUARA,RUA DOS CAMBUIS 326,SÃO PAULO,SP,,,-23.6410498,-46.6443199
"APS SÃO PAULO - VILA MARIANA,""RUA SANTA CRUZ,707"",SÃO PAULO,SP,,,-23.596944,-46.629739"
APS SÃO PAULO - CIDADE ADEMAR,AV SANTA CATARINA 2211,SÃO PAULO,SP,,,-23.6531466,-46.6574461
"APS SÃO PAULO - GUARAPIRANGA,""LARGO DO SOCORRO, 60"",SÃO PAULO,SP,,,-23.6652717,-46.7120167"
"APS SÃO PAULO - VITAL BRASIL,""AV DOUTOR VITAL BRASIL, 569"",SÃO PAULO,SP,,,-23.5710457,-46.7096266"
"APS SÃO PAULO - PINHEIROS,""RUA BUTANTÃ, 68"",SÃO PAULO,SP,,,-23.567955,-46.6970067"
"APS TABOÃO DA SERRA,""EST SAO FRANCISCO, 1336"",TABOÃO DA SERRA,SP,,,-23.6196158,-46.7690487"
"APS EMBU-GUAÇU,""AV. PEDRO DE MORAES, 236"",EMBU-GUAÇU,SP,,,-23.8373285,-46.82452139999999"
"APS SÃO PAULO - ÁGUA RASA,""R JOAO SOARES, 59"",SÃO PAULO,SP,,,-23.554142,-46.5797447"
"APS SÃO PAULO - ARICANDUVA,""AVENIDA RIO DAS PEDRAS, 2.476"",SÃO PAULO,SP,,,-23.5586498,-46.5216897"
APS SÃO PAULO - ERMELINDO MATARAZZO,R VICTORIA SIMIONATO 363,SÃO PAULO,SP,,,-23.4947515,-46.4750257
"APS SÃO PAULO - ITAQUERA,""R JOSE OITICICA FILHO , 501"",SÃO PAULO,SP,,,-23.5347763,-46.44768639999999"
APS SÃO PAULO - PENHA,RUA CIRINO DE ABREU 112 / 122,SÃO PAULO,SP,,,-23.5309064,-46.5485939
APS SÃO PAULO - SÃO MIGUEL PAULISTA,RUA PEDRO SOARES DE ANDRADE 105,SÃO PAULO,SP,,,-23.4959912,-46.4360389
APS SÃO PAULO - TATUAPÉ,R EUCLIDES PACHECO - 463,SÃO PAULO,SP,,,-23.5482834,-46.5703861
"APS SÃO PAULO - VILA MARIA,""R JEQUITINHONHA,360-COMPLEXO MARIA ZÉLIA"",SÃO PAULO,SP,,,-23.5310844,-46.5995924"
APS SÃO PAULO - GUAIANAZES,ESTRADA NOSSA SENHORA DA FONTE 52,SÃO PAULO,SP,,,-23.555295,-46.41697740000001
"APS ANDRADINA,""R SANTA TEREZINHA, 1840"",ANDRADINA,SP,,,-20.9026901,-51.3706158"
"APS ARAÇATUBA,""R FLORIANO PEIXOTO , 784"",ARAÇATUBA,SP,,,-21.2056931,-50.430614"
"APS BIRIGÜI,""AVENIDA JOAO CERNACH, 01"",BIRIGUI,SP,,,-21.2851736,-50.34280529999999"
APS LINS,R QUINZE DE NOVEMBRO - 205,LINS,SP,,,-21.6739324,-49.7528994
"APS PENÁPOLIS,""AV RUI BARBOSA, 762"",PENÁPOLIS,SP,,,-21.4160534,-50.0758392"
"APS ILHA SOLTEIRA,""AV. ATLÂNTICA, 1981"",ILHA SOLTEIRA,SP,,,-20.4331027,-51.3385715"
"APS MIRANDÓPOLIS,""PRAÇA PAPA JOÃO XXIII, 115"",MIRANDÓPOLIS,SP,,,-21.1330365,-51.1019975"
APS PEREIRA BARRETO,RUA CORONEL JONAS ALVES DE MELO 2321,PEREIRA BARRETO,SP,,,-20.6495137,-51.1118059
"APS GUARARAPES,""RUA DOM PEDRO I, 100"",GUARARAPES,SP,,,-21.2549826,-50.6414321"
"APS PROMISSÃO,""RUA GENARO SAMMARCO, 100"",PROMISSÃO,SP,,,-21.5350925,-49.859504"
"APS PIRAJUÍ,""RUA TREZE DE MAIO, 833"",PIRAJUÍ,SP,,,-21.9966389,-49.4559394"
"APS VALPARAÍSO,""RUA TREZE DE MAIO, 371"",VALPARAÍSO,SP,,,-21.2290825,-50.8651987"
"APS ARARAQUARA,""AV. LA SALLE, 250"",ARARAQUARA,SP,,,-21.7766325,-48.1745641"
"APS BEBEDOURO,""RUA BENJAMIN CONSTANT, 359"",BEBEDOURO,SP,,,-20.942584,-48.4843096"
"APS ITÁPOLIS,""AV PRESIDENTE VALENTIM GENTIL, 1075"",ITÁPOLIS,SP,,,-21.5944583,-48.815596"
"APS JABOTICABAL,""AV. TIRADENTES, 1053"",JABOTICABAL,SP,,,-21.2622469,-48.3160873"
"APS MATÃO,""RUA ORESTE BOZELLI, 110"",MATÃO,SP,,,-21.6001464,-48.3620825"
"APS MONTE ALTO,""RUA CARLOS KIELANDER, 540"",MONTE ALTO,SP,,,,"
APS SÃO CARLOS/SP,RUA GEMINIANO COSTA Nº 981,SÃO CARLOS,SP,,,-22.020316,-47.88796379999999
