NOME, ENDERECO, CIDADE, UF, CEP, TELEFONE, LATITUDE, LONGITUDE
APS FORTALEZA - SUL,AV DOUTOR VALMIR PONTE,FORTALEZA,CE,,,-3.7712532,-38.4790064
"APS FORTALEZA - MESSEJANA,""RUA MANUEL CASTELO BRANCO, 248"",FORTALEZA,CE,,,-3.8320497,-38.4927533"
"APS FORTALEZA - DAMAS,""R MACHADO DE ASSIS, 525"",FORTALEZA,CE,,,-3.7506518,-38.5491955"
"APS FORTALEZA - PARQUELÂNDIA,""RUA PEDRO DE QUEIROZ, 265"",FORTALEZA,CE,,,-3.7373478,-38.5599685"
APS FORTALEZA - CENTRO,R PEDRO PEREIRA 383,FORTALEZA,CE,,,-3.729675799999999,-38.5289146
"APS MARANGUAPE,""RUA CORONEL ANTONIO BOTELHO,153"",MARANGUAPE,CE,,,-3.893777199999999,-38.6838639"
"APS PACAJUS,""RUA GUARANI, 806"",FORTALEZA,CE,,,-3.7659115,-38.5811965"
"APS REDENÇÃO/CE,""RUA SANTOS DUMONT, 177"",REDENÇÃO,CE,,,-4.2229675,-38.7261735"
"APS RUSSAS,""AV. DOM LINO, Nº 346"",RUSSAS,CE,,,-4.9348804,-37.9704553"
"APS CANINDÉ,""RUA SIMÃO BARBOSA,S/N"",CANINDÉ,CE,,,-4.363796,-39.3149724"
"APS QUIXADÁ,""RUA FLORENCIO LOPES, 171"",QUIXADÁ,CE,,,-4.974161899999999,-39.02090570000001"
"APS QUIXERAMOBIM,""RUA RAIMUNDO RODRIGUES, S/N"",QUIXERAMOBIM,CE,,,-5.1953772,-39.2893652"
"APS BOA VIAGEM,""RUA ANTONIO QUEIROZ, S/N"",BOA VIAGEM,CE,,,-5.1260365,-39.7322908"
"APS MARACANAÚ,""ANEL VIÁRIO, 4 DE JULHO,S/N"",MARACANAÚ,CE,,,-3.8828508,-38.61428"
"APS PACATUBA/CE,""ANEL VIARIO, 4 DE JULHO, S/N"",PACATUBA,CE,,,-3.8829431,-38.6136826"
"APS PARACURU,""RUA SÃO JOÃO EVANGELISTA, S/N"",PARACURU,CE,,,-3.4189455,-39.0294485"
"APS HORIZONTE,""RUA ANTONIO AUGUSTINHO DA SILVA , S/N"",HORIZONTE,CE,,,-4.1014231,-38.4996312"
APS SÃO GONÇALO DO AMARANTE/CE,RUA CORONEL DOCA PARAÍBA,SÃO GONÇALO DO AMARANTE,CE,,,-3.609623,-38.966671
"APS PENTECOSTE,""RUA VICENTE FEIJÓ DE MELO, S/N"",PENTECOSTE,CE,,,-3.7883772,-39.2750667"
APS BEBERIBE,RUA D 211 QU 07 LOTEAMENTO RACINE FACÓ,BEBERIBE,CE,,,-4.181328,-38.1362168
"APS PARAIPABA,""RUA JOÃO VIANA PESSOA, S/N"",PARAIPABA,CE,,,-3.43766,-39.1482338"
"APS ARACOIABA/CE,""RUA RAIMUNDO DE CASTRO E SILVA,S/N"",ARACOIABA,CE,,,-4.3739456,-38.8093254"
"APS TABULEIRO DO NORTE,""PEDRO PESSOA,S/N"",TABULEIRO DO NORTE,CE,,,-5.2442957,-38.1284685"
"APS LIMOEIRO DO NORTE,""RUA JOSE CANDIDO DE SOUSA, 1180"",LIMOEIRO DO NORTE,CE,,,-5.155419,-38.103262"
"APS OCARA,""RUA CASSIANO CORREIA, 121"",OCARA,CE,,,-4.4899665,-38.5993854"
"APS MORADA NOVA,""RUA DIVINO ESPIRITO SANTO, S/N"",MORADA NOVA,CE,,,-5.1084431,-38.371994"
"APS JAGUARIBE,""RUA ELIZIÁRIO PINHEIRO, S/N"",JAGUARIBE,CE,,,-5.8952962,-38.6229465"
"APS IRACEMA/CE,""RUA FRANCISCO ROQUE DE OLIVEIRA,LT36/72"",IRACEMA,CE,,,-5.8085765,-38.3113254"
APS AQUIRAZ,RUA JOÃO LIMA S/N,AQUIRAZ,CE,,,-3.9062715,-38.3874893
APS ACOPIARA,RUA PE. LEOPOLDO ROLIM S/N,ACOPIARA,CE,,,-6.0923879,-39.4513207
"APS ASSARÉ,""RUA EUCLIDES ONOFRE, 218"",ASSARÉ,CE,,,-6.8731537,-39.8717979"
APS BARBALHA,R: T 12- BAIRRO STO. ANTONIO.,BARBALHA,CE,,,-7.3213778,-39.3001872
APS CAMPOS SALES,AV. FRANCISCO ADEMAR DE ANDRADE.,CAMPOS SALES,CE,,,-7.0776455,-40.3752905
APS CRATO,R JOSE MARROCOS - DE 1 AO FIM,CRATO,CE,,,-7.2358943,-39.4092317
"APS ICÓ,""RUA CARLOS LINEMAN PEIXOTO, S/N"",ICÓ,CE,,,-6.4076086,-38.8599287"
APS IGUATU/CE,RUA ENGENHEIRO WILTON CORREA LIMA 45,IGUATU,CE,,,-6.3688247,-39.2953312
"APS JUAZEIRO DO NORTE,""RUA SANTA LUZIA, 287/295"",JUAZEIRO DO NORTE,CE,,,-7.2037464,-39.3185672"
APS MOMBAÇA,R. NOSSA SENHORA DO PERPÉTUO SOCORRO S/N,MOMBAÇA,CE,,,-5.7419856,-39.6269112
APS SENADOR POMPEU,AVENIDA SENADOR CARLOS JEREISSATE S/N,SENADOR POMPEU,CE,,,-5.5874425,-39.373166
"APS BREJO SANTO,""RUA CORONEL NICODEMOS, 61"",BREJO SANTO,CE,,,-7.4903267,-38.98332509999999"
"APS MISSÃO VELHA,""RUA CORONEL JOSÉ DANTAS, SN"",MISSÃO VELHA,CE,,,-7.2496506,-39.1461569"
"APS OROS,""RUA ILUMINADA, SN"",OROS,CE,,,-3.7329688,-38.5264661"
APS ARARIPE,RUA VICENTE ALENCAR BARBOSA,ARARIPE,CE,,,-7.2126023,-40.130208
APS MAURITI,AV. MARIA ERENITA GRANJEIRO S/N,MAURITI,CE,,,,
APS PEDRA BRANCA/CE,RUA ANTONIO FRUTUOSO DUARTE 125,PEDRA BRANCA,CE,,,-5.4540384,-39.721276
APS CARIRIAÇU,RUA JOAQUIM SANTANA S/N,CARIRIAÇU,CE,,,-7.0417977,-39.2855054
APS MILAGRES/CE,RUA PEDRO LEITE DA CUNHA,MILAGRES,CE,,,-7.3132183,-38.9495813
APS AURORA/CE,R: CEL. JOSÉ LEITE 285,AURORA,CE,,,-6.9435083,-38.9657863
APS CEDRO/CE,R: CEL. ANTONIO AFONSO S/N,CEDRO,CE,,,-6.6075391,-39.0570238
APS LAVRAS DA MANGABEIRA,R: TENENTE RAIMUNDO LIMA /SN,LAVRAS DA MANGABEIRA,CE,,,-6.7524744,-38.9630747
APS BARRO,AV DEP JANUARIO FEITOSA,BARRO,CE,,,-7.181512799999999,-38.780441
"APS CAMOCIM,""RUA DA INDEPENDÊNCIA, S/N"",CAMOCIM,CE,,,-2.8989348,-40.8468184"
"APS CRATEÚS,""RUA DOM PEDRO II, 504"",CRATEÚS,CE,,,-5.1763018,-40.6681446"
"APS GUARACIABA DO NORTE,""RUA TANCREDO DE SOUSA CARVALHO, 113-B"",GUARACIABA DO NORTE,CE,,,-4.160857,-40.7492093"
"APS ITAPAGÉ,""R FRANCISCO JOSÉ DE OLIVEIRA, 279"",ITAPAGÉ,CE,,,-3.684732399999999,-39.5816401"
APS ITAPIPOCA,RUA PRESIDENTE ROOSEVELT 25,ITAPIPOCA,CE,,,-3.5051559,-39.579896
"APS SANTA QUITÉRIA,""RUA LUIZ DJANIRO DE ANDRADE, S/N"",SANTA QUITÉRIA,CE,,,,"
"APS SÃO BENEDITO,""RUA IRINEU PINTO DA SILVA SILVEIRA, 232"",SÃO BENEDITO,CE,,,-4.051485,-40.8688582"
APS SOBRAL,AV LUCIA SABOIA 131,SOBRAL,CE,,,-3.6891166,-40.35345239999999
"APS VIÇOSA DO CEARÁ,""RUA SALUSTIANO DE PINHO, 780"",VIÇOSA DO CEARÁ,CE,,,-3.568347,-41.0925653"
APS ACARAÚ,RUA SANTO ANTONIO Nº 1194,ACARAÚ,CE,,,-2.8979192,-40.11921770000001
APS TAUÁ,RUA JORNALISTA HELDER FEITOSA,TAUÁ,CE,,,-6.0045229,-40.2991302
"APS COREAÚ,""AVENIDA ANTONIO CRISTINO, S/N"",COREAÚ,CE,,,-3.5510459,-40.6561966"
APS FORQUILHA,AVENIDA CRIANÇA DANTE VALÉRIO,FORQUILHA,CE,,,-3.7978194,-40.2592516
APS IRAUÇUBA,AVENIDA JORGE DOMINGUES,IRAUÇUBA,CE,,,-3.7474869,-39.7836738
APS SANTANA DO ACARAÚ,RUA DONA MARIA JOAQUINA,SANTANA DO ACARAÚ,CE,,,-3.4589853,-40.21127269999999
"APS CARIRÉ,""RUA CEFISA AGUIAR, 281"",CARIRÉ,CE,,,-3.952369,-40.475502"
"APS BELA CRUZ,""RUA CORONEL DUCA, S/N"",BELA CRUZ,CE,,,-3.056926,-40.171236"
"APS ITAREMA,""AVENIDA JOÃO BATISTA RIOS, S/N"",ITAREMA,CE,,,-2.9235922,-39.9121666"
"APS CRUZ,""RUA GENECINO, S/N"",CRUZ,CE,,,-5.4983977,-39.3206241"
"APS AMONTADA,""AVENIDA GENERAL ALIPIO DOS SANTOS, 1656"",AMONTADA,CE,,,-3.3676655,-39.821434"
"APS TAMBORIL,""RUA JESUITA ADEODATO, SN"",TAMBORIL,CE,,,-4.835842,-40.3203215"
"APS MORRINHOS/CE,""RUA PADRE JOÃO BATISTA, S/N"",MORRINHOS,CE,,,-3.2274881,-40.1258685"
"APS NOVA RUSSAS,""RUA HERMENEGILDO MARTINS, S/N"",NOVA RUSSAS,CE,,,-4.7036748,-40.5594743"
"APS TIANGUÁ,""RUA ELIANE PAIXAO TELES, S/N"",TIANGUÁ,CE,,,,"
"APS IBIAPINA,""RUA VEREADOR MANOEL RODIGUES,S/N"",IBIAPINA,CE,,,,"
"APS IPU,""RUA LEOCÁDIO XIMENES, S/N"",IPU,CE,,,-4.3160319,-40.7131163"
"APS PARAMBU,""RUA DA MATRIZ, S/N"",PARAMBU,CE,,,-6.2135387,-40.69657249999999"
"APS UBAJARA,""RUA LUIZ CUNHA, S/N"",UBAJARA,CE,,,-3.8448901,-40.9183685"
APS IPUEIRAS/CE,ANTONIO ALVES DE OLIVEIRA,IPUEIRAS,CE,,,-4.540311,-40.7180868
APS MARCO,GAUDÊNCIO LEORNE,MARCO,CE,,,-3.1201191,-40.1475005
"APS NOVO ORIENTE,""AVENIDA ULYSSES GUIMARÃES, S/N"",NOVO ORIENTE,CE,,,-5.533481,-40.7795012"
"APS AQUIDAUANA,""RUA 7 DE SETEMBRO, 940"",AQUIDAUANA,MS,,,-20.4771042,-55.7911815"
"APS CAMPO GRANDE - 26 DE AGOSTO,""R VINTE E SEIS DE AGOSTO, 347"",CAMPO GRANDE,MS,,,-20.4674051,-54.616756"
"APS CAMPO GRANDE - ALEXANDRE FLEMING,""R ALEXANDRE FLEMING, 1796"",CAMPO GRANDE,MS,,,-20.4860495,-54.64405259999999"
"APS CAMPO GRANDE - CORONEL ANTONINO,""AV CORONEL ANTONINO, 718"",CAMPO GRANDE,MS,,,-20.4413029,-54.6003838"
"APS CAMPO GRANDE - HORTO FLORESTAL,""R ANHANDUI, 113"",CAMPO GRANDE,MS,,,-20.4684488,-54.6208863"
"APS CASSILÂNDIA,""RUA JOAQUIM BALDUINO DE SOUZA , 900"",CASSILÂNDIA,MS,,,-19.1124617,-51.7376806"
"APS CORUMBÁ,""R DOM AQUINO, 1265"",CORUMBÁ,MS,,,-19.0026129,-57.6545887"
"APS COXIM,""R. VIRIATO BANDEIRA, 121"",COXIM,MS,,,-18.504677,-54.7611741"
"APS TRÊS LAGOAS,""R ZULEIDE PEREZ TABOX, 336"",TRÊS LAGOAS,MS,,,-20.7848669,-51.7072823"
"APS APARECIDA DO TABOADO,""AV. ORLANDO MASCARENHAS PEREIRA, 2631"",APARECIDA DO TABOADO,MS,,,,"
"APS BELA VISTA,""R. BARAO DE LADARIO, 1607"",BELA VISTA,MS,,,-22.1022965,-56.5361121"
APS BONITO/MS,RUA NOSSA SENHORA APARECIDA 829,BONITO,MS,,,-21.124873,-56.4923631
"APS BRASILÂNDIA,""RUA SÃO JOSE, 327"",BRASILÂNDIA,MS,,,-20.7722295,-54.7851531"
APS JARDIM/MS,AV DUQUE DE CAXIAS 1560,JARDIM,MS,,,-21.4854222,-56.1509817
"APS MIRANDA,""RUA GEN. AMARO BITTENCOURT, 845"",MIRANDA,MS,,,-20.2391694,-56.3764446"
"APS PARANAÍBA,""RUA MARIA ANTONIA, 111"",PARANAÍBA,MS,,,-19.6756432,-51.1894741"
"APS RIO VERDE DE MATO GROSSO,""RUA MAL. MASCARENHAS, S/N - LOTES 11/13"",RIO VERDE DE MATO GROSSO,MS,,,-18.9200266,-54.8401655"
"APS SÃO GABRIEL DO OESTE,""RUA ALBINO DE SOUZA BRANDAO, 504"",SÃO GABRIEL DO OESTE,MS,,,-19.3901106,-54.576513"
"APS SIDROLÂNDIA,""RUA PERNAMBUCO,848"",SIDROLÂNDIA,MS,,,-20.9303462,-54.9665068"
"APS COSTA RICA,""RUA JOSE NARCISO TOTO, 244"",COSTA RICA,MS,,,-18.5431222,-53.1232626"
"APS ANASTÁCIO,""AV. JUCELINO KUBITSCHEK, 1519"",ANASTÁCIO,MS,,,-19.3985283,-54.58255339999999"
APS DOURADOS,AV WEIMAR GONCALVES TORRES 3215,DOURADOS,MS,,,-22.2251585,-54.7989629
"APS NAVIRAÍ,""RUA DOS JARDINS , 745"",NAVIRAÍ,MS,,,-23.0636699,-54.20185619999999"
"APS NOVA ANDRADINA,""JOSE GOMES DA ROCHA, 1279"",NOVA ANDRADINA,MS,,,-22.2535448,-53.3414977"
"APS PONTA PORÃ,""DUQUE DE CAXIAS, 940"",PONTA PORÃ,MS,,,-22.5419232,-55.72507950000001"
"APS AMAMBAÍ,""DOM PEDRO II, S/N"",AMAMBAÍ,MS,,,-23.1082838,-55.2284247"
"APS BATAGUASSU,""AV CAMPO GRANDE, 263"",BATAGUASSU,MS,,,-21.7171668,-52.4254798"
"APS DEODÁPOLIS,""AV.DOM PEDRO II, 875"",DEODÁPOLIS,MS,,,-22.2758607,-54.1639029"
"APS FÁTIMA DO SUL,""CARLOS CHAGAS, 1974"",FÁTIMA DO SUL,MS,,,-22.3790139,-54.5005739"
"APS IGUATEMI,""AVENIDA OTAVIANO DOS SANTOS, 1159"",IGUATEMI,MS,,,-23.6763354,-54.5590953"
"APS IVINHEMA,""AV. BRASIL, 465"",IVINHEMA,MS,,,-22.3036201,-53.8234204"
APS MARACAJU,RUA ANTONIO SOUZA MARCONDES 2760,MARACAJU,MS,,,-21.630355,-55.1627646
"APS MUNDO NOVO/MS,""AVENIDA SÃO PAULO, 850"",MUNDO NOVO,MS,,,-23.9399977,-54.2768232"
"APS RIO BRILHANTE,""BENJAMIN CONSTANT, 1518"",RIO BRILHANTE,MS,,,-21.7988633,-54.53870980000001"
APS CAARAPÓ,RUA 15 DE NOVEMBRO 665,CAARAPÓ,MS,,,-20.4649508,-54.6138201
"APS AFONSO CLÁUDIO,""LAD TEN MANOEL R. DA ROCHA, Nº 278"",AFONSO CLÁUDIO,ES,,,,"
"APS ALEGRE,""PRAÇA BERNARDINO MONTEIRO, 25"",ALEGRE,ES,,,-20.763954,-41.53053449999999"
APS ARACRUZ,R EPHIFANIO PONTIN,ARACRUZ,ES,,,-19.814571,-40.2687773
APS CACHOEIRO DE ITAPEMIRIM,R 25 DE MARCO,CACHOEIRO DE ITAPEMIRIM,ES,,,-20.8525655,-41.1097769
APS CARIACICA,AV ANTONIO PEIXOTO,CARIACICA,ES,,,-20.3389587,-40.3758084
APS COLATINA,R AROLDO ANTOLINI,COLATINA,ES,,,-19.5391632,-40.6352883
APS GUARAPARI,R SANTANA DO IAPO,GUARAPARI,ES,,,-20.6604829,-40.5011392
"APS LINHARES,""AV. AUGUSTO PESTANA, 1520"",LINHARES,ES,,,-19.4013654,-40.070218"
"APS NOVA VENÉCIA,""RUA MATEUS TOSCANO, 286"",NOVA VENÉCIA,ES,,,-18.713671,-40.3991895"
"APS SÃO MATEUS,""AV. JONES DOS SANTOS NEVES, 538"",SÃO MATEUS,ES,,,-18.7187749,-39.8567865"
"APS SERRA,""ROD NORTE SUL, LOTE 23"",SERRA,ES,,,-20.2120051,-40.2636543"
APS VILA VELHA,AV LUCIANO DAS NEVES - LADO IMPAR,VILA VELHA,ES,,,-20.3550644,-40.2961175
"APS VITÓRIA,""AV.MAL MASCARENHAS DE MORAES, 1737"",VITÓRIA,ES,,,-20.3164922,-40.3138218"
"APS BARRA DE SÃO FRANCISCO,""RUA LIBERDADE, SN"",BARRA DE SÃO FRANCISCO,ES,,,-18.7571093,-40.8971727"
"APS DOMINGOS MARTINS,""RUA BERNARDINO MONTEIRO, 86"",DOMINGOS MARTINS,ES,,,-20.3609945,-40.6589011"
"APS GUAÇUÍ,""AV. ESPÍRITO SANTO, 321"",GUAÇUÍ,ES,,,-20.7730132,-41.6764551"
"APS MONTANHA,""AV. GETÚLIO VARGAS, 462"",MONTANHA,ES,,,-18.1265383,-40.3667493"
"APS SANTA TERESA,""RODOVIA JOSIL ESPÍNDULA, S/Nº"",SANTA TERESA,ES,,,,"
"APS CASTELO,""RUA CORONEL FRANCISCO ATHAIDE, SN"",CASTELO,ES,,,,"
APS VITÓRIA - PEDRO FONSECA,R PEDRO FONSECA,VITÓRIA,ES,,,-20.3161915,-40.313549
APS BAIXO GUANDÚ,AV. SANTA TEREZINHA S/Nº,BAIXO GUANDÚ,ES,,,-19.5191587,-41.0089631
APS MIMOSO DO SUL,RUA CRISPIM BRAGA,MIMOSO DO SUL,ES,,,-21.0624968,-41.3633436
APS IUNA,AV. VEREADOR BRAZ LOFEGO,IUNA,ES,,,-20.3569996,-41.5318666
"APS SÃO GABRIEL DA PALHA,""RUA DANIEL COMBONI, SN"",SÃO GABRIEL DA PALHA,ES,,,-19.0320868,-40.529257"
"APS SOORETAMA,""AV. PAINEIRA, SN"",SOORETAMA,ES,,,-19.1968804,-40.0972387"
"APS PINHEIROS,""RUA VEREADOR ARLINDO CHAVES, Nº 110"",PINHEIROS,ES,,,-18.4124249,-40.2144014"
"APS JAGUARÉ,""RUA ROSALINA COCCO, SN"",JAGUARÉ,ES,,,-18.9087219,-40.0742594"
APS ECOPORANGA,RUA JOSÉ BAETA NETO,ECOPORANGA,ES,,,-18.3788301,-40.8291551
"APS ITAPEMIRIM,""RUA K, PROJETADA, SN"",ITAPEMIRIM,ES,,,-20.9025076,-40.7837572"
"APS VIANA/ES,""R ASPAZIA VAREJAO DIAS, SN"",VIANA,ES,,,-20.3907152,-40.4905834"
"APS PEDRO CANÁRIO,""AVENIDA ALBERTO DOS REIS CASTRO, SN"",PEDRO CANÁRIO,ES,,,-18.2978632,-39.9587791"
APS APARECIDA DE GOIÂNIA,AV UBERABA ESQ COM RUA URU,APARECIDA DE GOIÂNIA,GO,,,-16.7416171,-49.271329
"APS GOIÂNIA - CIDADE JARDIM,""AV NERO MACEDO , SHOPPING CIDADE JARDIM"",GOIÂNIA,GO,,,-16.6829171,-49.3140904"
APS GOIÂNIA - CENTRO,R 3 - DE 2 A 756 LADO PAR,GOIÂNIA,GO,,,-16.6617473,-49.2649762
APS GOIÂNIA - LESTE,R D,GOIÂNIA,GO,,,-16.6604206,-49.2390065
"APS GOIÂNIA - OESTE,""AV NAZARENO RORIZ, QD. 120, LT. 11/16"",GOIÂNIA,GO,,,-16.6789933,-49.2978524"
APS GOIÂNIA - SUL,R 231,GOIÂNIA,GO,,,-16.6804413,-49.2785916
APS GOIÂNIA - UNIVERSITÁRIO,R 261,GOIÂNIA,GO,,,-16.6753177,-49.2369531
APS IPORÁ/GO,AV. MARGINAL TAMANDUA BAIRRO MATO GROSSO,IPORÁ,GO,,,,
APS ITUMBIARA,RUA PARANAÍBA,ITUMBIARA,GO,,,-18.4204607,-49.2185912
APS JATAÍ,RUA SEBASTIÃO CINTRA,JATAÍ,GO,,,-17.8794376,-51.7167576
APS MORRINHOS/GO,RUA JOÃO JÚLIO DE OLIVEIRA,MORRINHOS,GO,,,-17.7305748,-49.1170153
APS RIO VERDE,RUA R0SULINO FERREIRA GUIMARÃES,RIO VERDE,GO,,,-17.7963496,-50.9275884
APS ACREÚNA,RUA M 5,ACREÚNA,GO,,,-17.4046969,-50.3802855
APS ANICUNS,RUA MARECHAL FLORIANO PEIXOTO,ANICUNS,GO,,,-16.4598202,-49.9603654
APS MINEIROS,RUA DAS PEROBEIRAS RESIDENC. VERSALLES,MINEIROS,GO,,,-17.5635333,-52.552764
"APS PALMEIRAS DE GOIÁS,""PÇA ANTONIO BUENO, S/N, ST ANTONIO BUENO"",PALMEIRAS DE GOIÁS,GO,,,,"
APS QUIRINÓPOLIS,RUA 11 ESQUINA COM RUA 7 LT 01,QUIRINÓPOLIS,GO,,,,
"APS SANTA HELENA DE GOIÁS,""RUA PEDRO ROMUALDO CABRAL, N. 120"",SANTA HELENA DE GOIÁS,GO,,,-17.8105885,-50.5943232"
APS SÃO LUIS DE MONTES BELOS,RUA RIO VERMELHO ESQ C/ JAVAES ST TREVO,SÃO LUIS DE MONTES BELOS,GO,,,-16.5271069,-50.3741571
APS TRINDADE/GO,RUA 6 COM RUA 7 VILA SANTA INÊS,TRINDADE,GO,,,,
APS SÃO SIMÃO/GO,AV. BRASIL ESQ. C/ 18 E 22,SÃO SIMÃO,GO,,,-18.9965233,-50.5480764
APS GOIATUBA,AV. CLOVIS RODRIGO DO VALE,GOIATUBA,GO,,,-18.0310888,-49.3757971
"APS SENADOR CANEDO,""AV. PROGRESSO, CJ HAB JD SABIÁ"",SENADOR CANEDO,GO,,,-16.7001459,-49.0999618"
APS BELA VISTA DE GOIÁS,RUA DOMINGOS ARANTES,BELA VISTA DE GOIÁS,GO,,,-16.9724927,-48.9535767
APS CAIAPÔNIA,AV PLIN.GAYER C MAJ MILHOMEM Q 30 L03/06,CAIAPÔNIA,GO,,,,
"APS PONTALINA,""AV AMERICANO DO BRASIL, QD 343, LT 02"",PONTALINA,GO,,,-17.5161575,-49.4466904"
APS ANÁPOLIS - CENTRO,RUA QUINZE DE DEZEMBRO,ANÁPOLIS,GO,,,-16.3284457,-48.9559369
APS ANÁPOLIS - VILA JAIARA,AV FERNANDO COSTA - JAIARA SHOPPING,ANÁPOLIS,GO,,,-16.2928575,-48.9678973
APS CATALÃO,RUA MÁRIO CERQUEIRA NETO,CATALÃO,GO,,,-18.2023755,-47.9373583
APS CERES,PRAÇA JOÃO PEDROSA,CERES,GO,,,-15.3068443,-49.5954038
"APS GOIANÉSIA,""AV CONTORNO QD 200, S. UNIVERSITÁRIO"",GOIANÉSIA,GO,,,,"
APS MUNICÍPIO DE GOIÁS,RUA DR. COUTO MAGALHÃES,MUNICÍPIO DE GOIÁS,GO,,,-16.3289154,-48.9580767
APS URUAÇÚ,AV. TRANSBRASILIANA,URUAÇÚ,GO,,,-18.183346,-49.2905251
APS CALDAS NOVAS,AV. CORONEL BENTO GODOY,CALDAS NOVAS,GO,,,,
"APS INHUMAS,""RUA DOS ALPES, LOTE 01"",INHUMAS,GO,,,,"
APS IPAMERI,RUA CORONEL JOÃO VAZ,IPAMERI,GO,,,-17.7178494,-48.160195
APS MINAÇU,RUA 22,MINAÇU,GO,,,-16.6716683,-49.2562665
APS NIQUELÂNDIA,AV. BRASIL LT 5,NIQUELÂNDIA,GO,,,,
APS PIRES DO RIO,RUA BENEDITO GONÇALVES DE ARAÚJ O,PIRES DO RIO,GO,,,-17.3015404,-48.2784093
APS PORANGATU,RUA 01 S/N,PORANGATU,GO,,,,
APS GOIANIRA,LOTEAMENTO VILA VERDES MARES II,GOIANIRA,GO,,,,
APS ALEXÂNIA,AVENIDA JK,ALEXÂNIA,GO,,,,
"APS ITABERAÍ,""RUA 21, QUADRA 34, LOTE 14,"",ITABERAÍ,GO,,,,"
APS JARAGUÁ,AV. CORONEL DIÓGENES DE CASTRO RIBEIRO,JARAGUÁ,GO,,,,
APS PIRENÓPOLIS,RUA MARINHEIRO,PIRENÓPOLIS,GO,,,-15.8580635,-48.9620431
APS SÃO MIGUEL DO ARAGUAIA,AVENIDA JOSÉ SILVA DOS SANTOS,SÃO MIGUEL DO ARAGUAIA,GO,,,,
APS JUSSARA/GO,RUA MB-02 QD-13 LT-01,JUSSARA,GO,,,,
APS ITAPURANGA,RUA R TOCANTINS QUADRA 05,ITAPURANGA,GO,,,,
"APS PIRACANJUBA,""RUA DAS PAINEIRAS, QD-04 LT-10"",PIRACANJUBA,GO,,,-16.6716683,-49.2562665"
"APS BACABAL,""AV.CARLOS SARDINHA, Nº 126"",BACABAL,MA,,,-4.2325042,-44.7801711"
"APS CAXIAS,""AVENIDA OTÁVIO PASSOS, 643"",CAXIAS,MA,,,-4.8616673,-43.3626698"
APS CHAPADINHA,RUA CORONEL PEDRO MATA S/N,CHAPADINHA,MA,,,-3.7391809,-43.3554927
"APS CODÓ,""RUA TIRADENTES, Nº 1900"",CODÓ,MA,,,-4.4535444,-43.8877885"
"APS COROATÁ,""RUA SENADOR LEITE, 2205"",COROATÁ,MA,,,-4.126199199999999,-44.1368625"
"APS PEDREIRAS,""RUA CRESCÊNCIO RAPÔSO, 739"",PEDREIRAS,MA,,,-4.5681594,-44.6042998"
APS PINHEIRO,RUA LUÍS DOMINGUES Nº 329,PINHEIRO,MA,,,-2.5196283,-45.079797
"APS SÃO JOSÉ DE RIBAMAR,""RUA JOÃO ÁLVARES CARNEIRO, SN"",SÃO JOSÉ DE RIBAMAR,MA,,,-2.5532009,-44.0618299"
APS SÃO LUÍS - BOM MENINO,AV ALEXANDRE DE MOURA,SÃO LUÍS,MA,,,-2.5337188,-44.2933693
APS SÃO LUÍS - COHAB,R QUINZE QUADRA 14,SÃO LUÍS,MA,,,-2.5383125,-44.2156219
"APS SÃO LUÍS - DEODORO,""AV DOS FRANCESES, 78"",SÃO LUÍS,MA,,,-2.5373382,-44.2757059"
"APS SÃO LUÍS - NAZARÉ,""AV JERONIMO DE ALBUQUERQUE, Nº 977"",SÃO LUÍS,MA,,,-2.5273527,-44.2396822"
"APS TUTÓIA,""RUA SENADOR LEITE, 10"",TUTÓIA,MA,,,-2.7644649,-42.27431680000001"
"APS COELHO NETO,""AV. WALTER BRITO, 31"",COELHO NETO,MA,,,-4.2577048,-43.0154338"
APS LAGO DA PEDRA,RUA JOSÉ ALVES DOS SANTOS SN,LAGO DA PEDRA,MA,,,-4.5571218,-45.1278055
APS VIANA/MA,RUA MESSIAS COSTA,VIANA,MA,,,-3.207277,-45.004818
APS CURURUPU,RUA RIO BRANCO S/N,CURURUPU,MA,,,-1.8259902,-44.873904
APS TIMON,R TENENTE ANTONIO CORREIA DA SILVA,TIMON,MA,,,-5.0882655,-42.8382164
APS SANTA RITA/MA,BR 135 KM 71,SANTA RITA,MA,,,-3.1436249,-44.3260825
APS PENALVA,RUA ANGELICA,PENALVA,MA,,,-3.2913383,-45.1747638
APS HUMBERTO DE CAMPOS,RUA DA FAZENDA,HUMBERTO DE CAMPOS,MA,,,-2.5991345,-43.4644741
"APS ALDEIAS ALTAS,""AVENIDA JOAO ROSA, S/N"",ALDEIAS ALTAS,MA,,,-4.6287387,-43.4677349"
"APS TIMBIRAS,""RUA PREFEITO MANOEL MESQUITA, S/N"",TIMBIRAS,MA,,,-4.2537785,-43.9400008"
"APS URBANO SANTOS,""RUA ZECA COSTA, S/N"",URBANO SANTOS,MA,,,-3.2071122,-43.4016482"
"APS SANTA QUITÉRIA DO MARANHÃO,""RUA DA PAZ, S/N"",SANTA QUITÉRIA DO MARANHÃO,MA,,,-3.4970161,-42.562452"
APS BARREIRINHAS,AVENIDA RODOVIÁRIA,BARREIRINHAS,MA,,,-2.7564293,-42.8273028
